year,severity,age,sex,p_exacerbations
2016,0,35,F,30.0
2016,0,35,M,24.0
2016,0,36,F,34.0
2016,0,36,M,45.0
2016,0,37,F,34.0
2016,0,37,M,16.0
2016,0,38,F,27.0
2016,0,38,M,23.0
2016,0,39,F,39.0
2016,0,39,M,13.0
2016,0,40,F,36.0
2016,0,40,M,17.0
2016,0,41,F,22.0
2016,0,41,M,8.0
2016,0,42,F,31.0
2016,0,42,M,22.0
2016,0,43,F,38.0
2016,0,43,M,16.0
2016,0,44,F,40.0
2016,0,44,M,20.0
2016,0,45,F,35.0
2016,0,45,M,17.0
2016,0,46,F,33.0
2016,0,46,M,19.0
2016,0,47,F,43.0
2016,0,47,M,23.0
2016,0,48,F,23.0
2016,0,48,M,9.0
2016,0,49,F,40.0
2016,0,49,M,20.0
2016,0,50,F,36.0
2016,0,50,M,15.0
2016,0,51,F,47.0
2016,0,51,M,21.0
2016,0,52,F,47.0
2016,0,52,M,21.0
2016,0,53,F,35.0
2016,0,53,M,9.0
2016,0,54,F,31.0
2016,0,54,M,19.0
2016,0,55,F,28.0
2016,0,55,M,21.0
2016,0,56,F,26.0
2016,0,56,M,15.0
2016,0,57,F,40.0
2016,0,57,M,10.0
2016,0,58,F,27.0
2016,0,58,M,11.0
2016,0,59,F,24.0
2016,0,59,M,10.0
2016,0,60,F,20.0
2016,0,60,M,12.0
2016,0,61,F,24.0
2016,0,61,M,16.0
2016,0,62,F,43.0
2016,0,62,M,14.0
2016,0,63,F,31.0
2016,0,63,M,12.0
2016,0,64,F,26.0
2016,0,64,M,17.0
2016,0,65,F,29.0
2016,0,65,M,19.0
2016,0,66,F,25.0
2016,0,66,M,11.0
2016,0,67,F,23.0
2016,0,67,M,11.0
2016,0,68,F,32.0
2016,0,68,M,14.0
2016,0,69,F,22.0
2016,0,69,M,5.0
2016,0,70,F,23.0
2016,0,70,M,10.0
2016,0,71,F,27.0
2016,0,71,M,11.0
2016,0,72,F,25.0
2016,0,72,M,8.0
2016,0,73,F,20.0
2016,0,73,M,5.0
2016,0,74,F,30.0
2016,0,74,M,9.0
2016,0,75,F,23.0
2016,0,75,M,5.0
2016,0,76,F,29.0
2016,0,76,M,5.0
2016,0,77,F,11.0
2016,0,77,M,10.0
2016,0,78,F,16.0
2016,0,78,M,10.0
2016,0,79,F,26.0
2016,0,79,M,9.0
2016,0,80,F,22.0
2016,0,80,M,9.0
2016,0,81,F,32.0
2016,0,81,M,4.0
2016,0,82,F,25.0
2016,0,82,M,8.0
2016,0,83,F,28.0
2016,0,83,M,3.0
2016,0,84,F,13.0
2016,0,84,M,8.0
2016,0,85,F,16.0
2016,0,85,M,7.0
2016,0,86,F,17.0
2016,0,86,M,7.0
2016,0,87,F,13.0
2016,0,87,M,6.0
2016,0,88,F,15.0
2016,0,88,M,0.0
2016,0,89,F,20.0
2016,0,89,M,7.0
2016,0,90,F,16.0
2016,0,90,M,4.0
2016,0,91,F,3.0
2016,0,91,M,0.0
2016,0,92,F,13.0
2016,0,92,M,0.0
2016,0,93,F,11.0
2016,0,93,M,1.0
2016,0,94,F,11.0
2016,0,94,M,0.0
2016,0,95,F,4.0
2016,0,95,M,3.0
2016,0,96,F,2.0
2016,0,96,M,0.0
2016,0,97,F,3.0
2016,0,97,M,0.0
2016,0,98,F,6.0
2016,0,98,M,2.0
2016,0,99,F,3.0
2016,0,99,M,0.0
2016,0,100,F,1.0
2016,0,100,M,0.0
2016,0,101,F,0.0
2016,0,101,M,0.0
2016,0,102,F,0.0
2016,0,102,M,0.0
2016,0,103,F,0.0
2016,0,103,M,0.0
2016,0,104,F,1.0
2016,0,104,M,0.0
2016,0,105,F,0.0
2016,0,105,M,0.0
2016,0,106,F,0.0
2016,0,106,M,0.0
2016,0,107,F,0.0
2016,0,107,M,0.0
2016,0,108,F,0.0
2016,0,108,M,0.0
2016,0,109,F,0.0
2016,0,109,M,0.0
2016,0,110,F,0.0
2016,0,110,M,0.0
2016,1,0,F,0.0
2016,1,0,M,0.0
2016,1,1,F,0.0
2016,1,1,M,0.0
2016,1,2,F,0.0
2016,1,2,M,0.0
2016,1,3,F,122.0
2016,1,3,M,206.0
2016,1,4,F,51.0
2016,1,4,M,150.0
2016,1,5,F,43.0
2016,1,5,M,94.0
2016,1,6,F,30.0
2016,1,6,M,54.0
2016,1,7,F,29.0
2016,1,7,M,39.0
2016,1,8,F,32.0
2016,1,8,M,50.0
2016,1,9,F,17.0
2016,1,9,M,34.0
2016,1,10,F,17.0
2016,1,10,M,33.0
2016,1,11,F,7.0
2016,1,11,M,15.0
2016,1,12,F,6.0
2016,1,12,M,12.0
2016,1,13,F,12.0
2016,1,13,M,17.0
2016,1,14,F,5.0
2016,1,14,M,7.0
2016,1,15,F,11.0
2016,1,15,M,6.0
2016,1,16,F,9.0
2016,1,16,M,8.0
2016,1,17,F,6.0
2016,1,17,M,5.0
2016,1,18,F,8.0
2016,1,18,M,1.0
2016,1,19,F,8.0
2016,1,19,M,5.0
2016,1,20,F,5.0
2016,1,20,M,5.0
2016,1,21,F,9.0
2016,1,21,M,7.0
2016,1,22,F,8.0
2016,1,22,M,3.0
2016,1,23,F,6.0
2016,1,23,M,2.0
2016,1,24,F,12.0
2016,1,24,M,4.0
2016,1,25,F,6.0
2016,1,25,M,6.0
2016,1,26,F,8.0
2016,1,26,M,5.0
2016,1,27,F,6.0
2016,1,27,M,8.0
2016,1,28,F,9.0
2016,1,28,M,7.0
2016,1,29,F,10.0
2016,1,29,M,5.0
2016,1,30,F,10.0
2016,1,30,M,10.0
2016,1,31,F,17.0
2016,1,31,M,15.0
2016,1,32,F,10.0
2016,1,32,M,4.0
2016,1,33,F,8.0
2016,1,33,M,16.0
2016,1,34,F,12.0
2016,1,34,M,1.0
2016,1,35,F,11.0
2016,1,35,M,7.0
2016,1,36,F,12.0
2016,1,36,M,4.0
2016,1,37,F,12.0
2016,1,37,M,6.0
2016,1,38,F,12.0
2016,1,38,M,9.0
2016,1,39,F,8.0
2016,1,39,M,6.0
2016,1,40,F,11.0
2016,1,40,M,9.0
2016,1,41,F,12.0
2016,1,41,M,5.0
2016,1,42,F,13.0
2016,1,42,M,8.0
2016,1,43,F,12.0
2016,1,43,M,5.0
2016,1,44,F,13.0
2016,1,44,M,3.0
2016,1,45,F,16.0
2016,1,45,M,10.0
2016,1,46,F,11.0
2016,1,46,M,7.0
2016,1,47,F,16.0
2016,1,47,M,7.0
2016,1,48,F,22.0
2016,1,48,M,8.0
2016,1,49,F,20.0
2016,1,49,M,7.0
2016,1,50,F,13.0
2016,1,50,M,5.0
2016,1,51,F,12.0
2016,1,51,M,10.0
2016,1,52,F,24.0
2016,1,52,M,4.0
2016,1,53,F,18.0
2016,1,53,M,9.0
2016,1,54,F,18.0
2016,1,54,M,7.0
2016,1,55,F,18.0
2016,1,55,M,9.0
2016,1,56,F,10.0
2016,1,56,M,3.0
2016,1,57,F,13.0
2016,1,57,M,10.0
2016,1,58,F,12.0
2016,1,58,M,3.0
2016,1,59,F,15.0
2016,1,59,M,4.0
2016,1,60,F,14.0
2016,1,60,M,7.0
2016,1,61,F,9.0
2016,1,61,M,7.0
2016,1,62,F,15.0
2016,1,62,M,4.0
2016,1,63,F,14.0
2016,1,63,M,3.0
2016,1,64,F,10.0
2016,1,64,M,5.0
2016,1,65,F,16.0
2016,1,65,M,5.0
2016,1,66,F,10.0
2016,1,66,M,4.0
2016,1,67,F,4.0
2016,1,67,M,6.0
2016,1,68,F,6.0
2016,1,68,M,3.0
2016,1,69,F,6.0
2016,1,69,M,3.0
2016,1,70,F,8.0
2016,1,70,M,3.0
2016,1,71,F,14.0
2016,1,71,M,1.0
2016,1,72,F,17.0
2016,1,72,M,6.0
2016,1,73,F,9.0
2016,1,73,M,3.0
2016,1,74,F,7.0
2016,1,74,M,2.0
2016,1,75,F,12.0
2016,1,75,M,7.0
2016,1,76,F,13.0
2016,1,76,M,6.0
2016,1,77,F,4.0
2016,1,77,M,1.0
2016,1,78,F,3.0
2016,1,78,M,0.0
2016,1,79,F,8.0
2016,1,79,M,4.0
2016,1,80,F,11.0
2016,1,80,M,1.0
2016,1,81,F,12.0
2016,1,81,M,3.0
2016,1,82,F,5.0
2016,1,82,M,3.0
2016,1,83,F,8.0
2016,1,83,M,2.0
2016,1,84,F,8.0
2016,1,84,M,3.0
2016,1,85,F,4.0
2016,1,85,M,0.0
2016,1,86,F,10.0
2016,1,86,M,5.0
2016,1,87,F,4.0
2016,1,87,M,2.0
2016,1,88,F,0.0
2016,1,88,M,0.0
2016,1,89,F,7.0
2016,1,89,M,1.0
2016,1,90,F,8.0
2016,1,90,M,2.0
2016,1,91,F,10.0
2016,1,91,M,0.0
2016,1,92,F,1.0
2016,1,92,M,0.0
2016,1,93,F,3.0
2016,1,93,M,1.0
2016,1,94,F,4.0
2016,1,94,M,0.0
2016,1,95,F,0.0
2016,1,95,M,0.0
2016,1,96,F,4.0
2016,1,96,M,0.0
2016,1,97,F,2.0
2016,1,97,M,0.0
2016,1,98,F,0.0
2016,1,98,M,0.0
2016,1,99,F,1.0
2016,1,99,M,0.0
2016,1,100,F,3.0
2016,1,100,M,0.0
2016,1,101,F,4.0
2016,1,101,M,0.0
2016,1,102,F,3.0
2016,1,102,M,0.0
2016,1,103,F,0.0
2016,1,103,M,0.0
2016,1,104,F,0.0
2016,1,104,M,0.0
2016,1,105,F,0.0
2016,1,105,M,0.0
2016,1,106,F,0.0
2016,1,106,M,0.0
2016,1,107,F,0.0
2016,1,107,M,0.0
2016,1,108,F,0.0
2016,1,108,M,0.0
2016,1,109,F,0.0
2016,1,109,M,0.0
2016,1,110,F,0.0
2016,1,110,M,0.0
2016,2,0,F,0.0
2016,2,0,M,0.0
2016,2,1,F,0.0
2016,2,1,M,0.0
2016,2,2,F,0.0
2016,2,2,M,0.0
2016,2,3,F,173.0
2016,2,3,M,273.0
2016,2,4,F,83.0
2016,2,4,M,220.0
2016,2,5,F,74.0
2016,2,5,M,111.0
2016,2,6,F,52.0
2016,2,6,M,82.0
2016,2,7,F,52.0
2016,2,7,M,75.0
2016,2,8,F,40.0
2016,2,8,M,82.0
2016,2,9,F,22.0
2016,2,9,M,50.0
2016,2,10,F,18.0
2016,2,10,M,42.0
2016,2,11,F,19.0
2016,2,11,M,27.0
2016,2,12,F,9.0
2016,2,12,M,19.0
2016,2,13,F,17.0
2016,2,13,M,15.0
2016,2,14,F,11.0
2016,2,14,M,19.0
2016,2,15,F,11.0
2016,2,15,M,5.0
2016,2,16,F,13.0
2016,2,16,M,7.0
2016,2,17,F,10.0
2016,2,17,M,7.0
2016,2,18,F,9.0
2016,2,18,M,9.0
2016,2,19,F,17.0
2016,2,19,M,2.0
2016,2,20,F,21.0
2016,2,20,M,14.0
2016,2,21,F,6.0
2016,2,21,M,3.0
2016,2,22,F,14.0
2016,2,22,M,5.0
2016,2,23,F,10.0
2016,2,23,M,7.0
2016,2,24,F,12.0
2016,2,24,M,6.0
2016,2,25,F,15.0
2016,2,25,M,8.0
2016,2,26,F,11.0
2016,2,26,M,5.0
2016,2,27,F,14.0
2016,2,27,M,18.0
2016,2,28,F,14.0
2016,2,28,M,3.0
2016,2,29,F,17.0
2016,2,29,M,9.0
2016,2,30,F,21.0
2016,2,30,M,17.0
2016,2,31,F,9.0
2016,2,31,M,18.0
2016,2,32,F,16.0
2016,2,32,M,11.0
2016,2,33,F,23.0
2016,2,33,M,11.0
2016,2,34,F,10.0
2016,2,34,M,10.0
2016,2,35,F,16.0
2016,2,35,M,11.0
2016,2,36,F,25.0
2016,2,36,M,18.0
2016,2,37,F,14.0
2016,2,37,M,8.0
2016,2,38,F,17.0
2016,2,38,M,11.0
2016,2,39,F,15.0
2016,2,39,M,8.0
2016,2,40,F,18.0
2016,2,40,M,10.0
2016,2,41,F,18.0
2016,2,41,M,2.0
2016,2,42,F,15.0
2016,2,42,M,11.0
2016,2,43,F,17.0
2016,2,43,M,7.0
2016,2,44,F,24.0
2016,2,44,M,4.0
2016,2,45,F,20.0
2016,2,45,M,9.0
2016,2,46,F,23.0
2016,2,46,M,6.0
2016,2,47,F,20.0
2016,2,47,M,12.0
2016,2,48,F,19.0
2016,2,48,M,11.0
2016,2,49,F,11.0
2016,2,49,M,11.0
2016,2,50,F,15.0
2016,2,50,M,8.0
2016,2,51,F,22.0
2016,2,51,M,6.0
2016,2,52,F,31.0
2016,2,52,M,9.0
2016,2,53,F,18.0
2016,2,53,M,12.0
2016,2,54,F,13.0
2016,2,54,M,10.0
2016,2,55,F,31.0
2016,2,55,M,11.0
2016,2,56,F,19.0
2016,2,56,M,9.0
2016,2,57,F,21.0
2016,2,57,M,8.0
2016,2,58,F,15.0
2016,2,58,M,7.0
2016,2,59,F,14.0
2016,2,59,M,8.0
2016,2,60,F,16.0
2016,2,60,M,15.0
2016,2,61,F,16.0
2016,2,61,M,9.0
2016,2,62,F,18.0
2016,2,62,M,6.0
2016,2,63,F,17.0
2016,2,63,M,5.0
2016,2,64,F,15.0
2016,2,64,M,4.0
2016,2,65,F,18.0
2016,2,65,M,2.0
2016,2,66,F,24.0
2016,2,66,M,8.0
2016,2,67,F,3.0
2016,2,67,M,3.0
2016,2,68,F,15.0
2016,2,68,M,4.0
2016,2,69,F,6.0
2016,2,69,M,4.0
2016,2,70,F,18.0
2016,2,70,M,6.0
2016,2,71,F,17.0
2016,2,71,M,5.0
2016,2,72,F,19.0
2016,2,72,M,6.0
2016,2,73,F,6.0
2016,2,73,M,5.0
2016,2,74,F,15.0
2016,2,74,M,3.0
2016,2,75,F,14.0
2016,2,75,M,5.0
2016,2,76,F,21.0
2016,2,76,M,2.0
2016,2,77,F,15.0
2016,2,77,M,4.0
2016,2,78,F,5.0
2016,2,78,M,2.0
2016,2,79,F,10.0
2016,2,79,M,3.0
2016,2,80,F,12.0
2016,2,80,M,2.0
2016,2,81,F,16.0
2016,2,81,M,1.0
2016,2,82,F,18.0
2016,2,82,M,5.0
2016,2,83,F,9.0
2016,2,83,M,4.0
2016,2,84,F,6.0
2016,2,84,M,2.0
2016,2,85,F,10.0
2016,2,85,M,5.0
2016,2,86,F,7.0
2016,2,86,M,6.0
2016,2,87,F,6.0
2016,2,87,M,5.0
2016,2,88,F,13.0
2016,2,88,M,3.0
2016,2,89,F,15.0
2016,2,89,M,8.0
2016,2,90,F,9.0
2016,2,90,M,0.0
2016,2,91,F,5.0
2016,2,91,M,2.0
2016,2,92,F,7.0
2016,2,92,M,2.0
2016,2,93,F,5.0
2016,2,93,M,2.0
2016,2,94,F,3.0
2016,2,94,M,0.0
2016,2,95,F,2.0
2016,2,95,M,0.0
2016,2,96,F,3.0
2016,2,96,M,0.0
2016,2,97,F,1.0
2016,2,97,M,0.0
2016,2,98,F,0.0
2016,2,98,M,0.0
2016,2,99,F,0.0
2016,2,99,M,0.0
2016,2,100,F,2.0
2016,2,100,M,0.0
2016,2,101,F,0.0
2016,2,101,M,0.0
2016,2,102,F,2.0
2016,2,102,M,0.0
2016,2,103,F,1.0
2016,2,103,M,0.0
2016,2,104,F,0.0
2016,2,104,M,0.0
2016,2,105,F,1.0
2016,2,105,M,0.0
2016,2,106,F,0.0
2016,2,106,M,0.0
2016,2,107,F,0.0
2016,2,107,M,0.0
2016,2,108,F,0.0
2016,2,108,M,0.0
2016,2,109,F,0.0
2016,2,109,M,0.0
2016,2,110,F,0.0
2016,2,110,M,0.0
2016,3,0,F,0.0
2016,3,0,M,0.0
2016,3,1,F,0.0
2016,3,1,M,0.0
2016,3,2,F,0.0
2016,3,2,M,0.0
2016,3,3,F,20.0
2016,3,3,M,34.0
2016,3,4,F,9.0
2016,3,4,M,22.0
2016,3,5,F,5.0
2016,3,5,M,6.0
2016,3,6,F,6.0
2016,3,6,M,10.0
2016,3,7,F,4.0
2016,3,7,M,4.0
2016,3,8,F,2.0
2016,3,8,M,2.0
2016,3,9,F,5.0
2016,3,9,M,4.0
2016,3,10,F,6.0
2016,3,10,M,2.0
2016,3,11,F,1.0
2016,3,11,M,3.0
2016,3,12,F,0.0
2016,3,12,M,1.0
2016,3,13,F,1.0
2016,3,13,M,3.0
2016,3,14,F,2.0
2016,3,14,M,0.0
2016,3,15,F,3.0
2016,3,15,M,2.0
2016,3,16,F,3.0
2016,3,16,M,4.0
2016,3,17,F,2.0
2016,3,17,M,0.0
2016,3,18,F,1.0
2016,3,18,M,0.0
2016,3,19,F,1.0
2016,3,19,M,0.0
2016,3,20,F,1.0
2016,3,20,M,1.0
2016,3,21,F,2.0
2016,3,21,M,0.0
2016,3,22,F,1.0
2016,3,22,M,1.0
2016,3,23,F,1.0
2016,3,23,M,2.0
2016,3,24,F,1.0
2016,3,24,M,1.0
2016,3,25,F,3.0
2016,3,25,M,1.0
2016,3,26,F,0.0
2016,3,26,M,1.0
2016,3,27,F,2.0
2016,3,27,M,3.0
2016,3,28,F,5.0
2016,3,28,M,0.0
2016,3,29,F,2.0
2016,3,29,M,1.0
2016,3,30,F,2.0
2016,3,30,M,0.0
2016,3,31,F,3.0
2016,3,31,M,0.0
2016,3,32,F,0.0
2016,3,32,M,0.0
2016,3,33,F,2.0
2016,3,33,M,3.0
2016,3,34,F,2.0
2016,3,34,M,1.0
2016,3,35,F,2.0
2016,3,35,M,0.0
2016,3,36,F,1.0
2016,3,36,M,0.0
2016,3,37,F,0.0
2016,3,37,M,0.0
2016,3,38,F,1.0
2016,3,38,M,1.0
2016,3,39,F,2.0
2016,3,39,M,1.0
2016,3,40,F,3.0
2016,3,40,M,1.0
2016,3,41,F,0.0
2016,3,41,M,1.0
2016,3,42,F,2.0
2016,3,42,M,3.0
2016,3,43,F,3.0
2016,3,43,M,2.0
2016,3,44,F,2.0
2016,3,44,M,0.0
2016,3,45,F,3.0
2016,3,45,M,0.0
2016,3,46,F,0.0
2016,3,46,M,0.0
2016,3,47,F,2.0
2016,3,47,M,1.0
2016,3,48,F,4.0
2016,3,48,M,1.0
2016,3,49,F,1.0
2016,3,49,M,1.0
2016,3,50,F,1.0
2016,3,50,M,0.0
2016,3,51,F,4.0
2016,3,51,M,0.0
2016,3,52,F,0.0
2016,3,52,M,1.0
2016,3,53,F,4.0
2016,3,53,M,2.0
2016,3,54,F,0.0
2016,3,54,M,2.0
2016,3,55,F,0.0
2016,3,55,M,1.0
2016,3,56,F,2.0
2016,3,56,M,0.0
2016,3,57,F,3.0
2016,3,57,M,0.0
2016,3,58,F,2.0
2016,3,58,M,1.0
2016,3,59,F,3.0
2016,3,59,M,2.0
2016,3,60,F,3.0
2016,3,60,M,1.0
2016,3,61,F,2.0
2016,3,61,M,0.0
2016,3,62,F,4.0
2016,3,62,M,1.0
2016,3,63,F,0.0
2016,3,63,M,1.0
2016,3,64,F,3.0
2016,3,64,M,2.0
2016,3,65,F,5.0
2016,3,65,M,0.0
2016,3,66,F,2.0
2016,3,66,M,1.0
2016,3,67,F,0.0
2016,3,67,M,1.0
2016,3,68,F,3.0
2016,3,68,M,0.0
2016,3,69,F,0.0
2016,3,69,M,1.0
2016,3,70,F,2.0
2016,3,70,M,2.0
2016,3,71,F,2.0
2016,3,71,M,1.0
2016,3,72,F,3.0
2016,3,72,M,0.0
2016,3,73,F,1.0
2016,3,73,M,1.0
2016,3,74,F,1.0
2016,3,74,M,0.0
2016,3,75,F,1.0
2016,3,75,M,0.0
2016,3,76,F,0.0
2016,3,76,M,0.0
2016,3,77,F,3.0
2016,3,77,M,0.0
2016,3,78,F,2.0
2016,3,78,M,0.0
2016,3,79,F,1.0
2016,3,79,M,0.0
2016,3,80,F,2.0
2016,3,80,M,0.0
2016,3,81,F,2.0
2016,3,81,M,0.0
2016,3,82,F,1.0
2016,3,82,M,1.0
2016,3,83,F,0.0
2016,3,83,M,0.0
2016,3,84,F,0.0
2016,3,84,M,1.0
2016,3,85,F,3.0
2016,3,85,M,1.0
2016,3,86,F,0.0
2016,3,86,M,0.0
2016,3,87,F,0.0
2016,3,87,M,1.0
2016,3,88,F,2.0
2016,3,88,M,0.0
2016,3,89,F,1.0
2016,3,89,M,0.0
2016,3,90,F,3.0
2016,3,90,M,0.0
2016,3,91,F,0.0
2016,3,91,M,0.0
2016,3,92,F,0.0
2016,3,92,M,0.0
2016,3,93,F,0.0
2016,3,93,M,0.0
2016,3,94,F,1.0
2016,3,94,M,0.0
2016,3,95,F,0.0
2016,3,95,M,0.0
2016,3,96,F,0.0
2016,3,96,M,0.0
2016,3,97,F,0.0
2016,3,97,M,0.0
2016,3,98,F,0.0
2016,3,98,M,0.0
2016,3,99,F,0.0
2016,3,99,M,0.0
2016,3,100,F,0.0
2016,3,100,M,0.0
2016,3,101,F,0.0
2016,3,101,M,0.0
2016,3,102,F,0.0
2016,3,102,M,0.0
2016,3,103,F,0.0
2016,3,103,M,0.0
2016,3,104,F,0.0
2016,3,104,M,0.0
2016,3,105,F,0.0
2016,3,105,M,0.0
2016,3,106,F,0.0
2016,3,106,M,0.0
2016,3,107,F,0.0
2016,3,107,M,0.0
2016,3,108,F,0.0
2016,3,108,M,0.0
2016,3,109,F,0.0
2016,3,109,M,0.0
2016,3,110,F,0.0
2016,3,110,M,0.0
2017,0,0,F,0.0
2017,0,0,M,0.0
2017,0,1,F,0.0
2017,0,1,M,0.0
2017,0,2,F,0.0
2017,0,2,M,0.0
2017,0,3,F,230.0
2017,0,3,M,543.0
2017,0,4,F,170.0
2017,0,4,M,303.0
2017,0,5,F,117.0
2017,0,5,M,263.0
2017,0,6,F,85.0
2017,0,6,M,125.0
2017,0,7,F,57.0
2017,0,7,M,127.0
2017,0,8,F,80.0
2017,0,8,M,76.0
2017,0,9,F,64.0
2017,0,9,M,97.0
2017,0,10,F,37.0
2017,0,10,M,85.0
2017,0,11,F,28.0
2017,0,11,M,45.0
2017,0,12,F,27.0
2017,0,12,M,58.0
2017,0,13,F,19.0
2017,0,13,M,34.0
2017,0,14,F,20.0
2017,0,14,M,17.0
2017,0,15,F,21.0
2017,0,15,M,19.0
2017,0,16,F,29.0
2017,0,16,M,16.0
2017,0,17,F,20.0
2017,0,17,M,17.0
2017,0,18,F,25.0
2017,0,18,M,13.0
2017,0,19,F,16.0
2017,0,19,M,13.0
2017,0,20,F,21.0
2017,0,20,M,11.0
2017,0,21,F,20.0
2017,0,21,M,18.0
2017,0,22,F,21.0
2017,0,22,M,11.0
2017,0,23,F,19.0
2017,0,23,M,19.0
2017,0,24,F,20.0
2017,0,24,M,11.0
2017,0,25,F,12.0
2017,0,25,M,9.0
2017,0,26,F,24.0
2017,0,26,M,11.0
2017,0,27,F,26.0
2017,0,27,M,15.0
2017,0,28,F,41.0
2017,0,28,M,28.0
2017,0,29,F,20.0
2017,0,29,M,9.0
2017,0,30,F,26.0
2017,0,30,M,17.0
2017,0,31,F,34.0
2017,0,31,M,11.0
2017,0,32,F,26.0
2017,0,32,M,26.0
2017,0,33,F,25.0
2017,0,33,M,23.0
2017,0,34,F,28.0
2017,0,34,M,28.0
2017,0,35,F,30.0
2017,0,35,M,20.0
2017,0,36,F,39.0
2017,0,36,M,22.0
2017,0,37,F,38.0
2017,0,37,M,22.0
2017,0,38,F,52.0
2017,0,38,M,30.0
2017,0,39,F,45.0
2017,0,39,M,32.0
2017,0,40,F,40.0
2017,0,40,M,15.0
2017,0,41,F,41.0
2017,0,41,M,28.0
2017,0,42,F,34.0
2017,0,42,M,18.0
2017,0,43,F,38.0
2017,0,43,M,21.0
2017,0,44,F,27.0
2017,0,44,M,23.0
2017,0,45,F,31.0
2017,0,45,M,21.0
2017,0,46,F,42.0
2017,0,46,M,11.0
2017,0,47,F,38.0
2017,0,47,M,25.0
2017,0,48,F,22.0
2017,0,48,M,19.0
2017,0,49,F,22.0
2017,0,49,M,19.0
2017,0,50,F,18.0
2017,0,50,M,13.0
2017,0,51,F,29.0
2017,0,51,M,21.0
2017,0,52,F,53.0
2017,0,52,M,24.0
2017,0,53,F,39.0
2017,0,53,M,18.0
2017,0,54,F,42.0
2017,0,54,M,21.0
2017,0,55,F,37.0
2017,0,55,M,9.0
2017,0,56,F,33.0
2017,0,56,M,20.0
2017,0,57,F,32.0
2017,0,57,M,15.0
2017,0,58,F,33.0
2017,0,58,M,9.0
2017,0,59,F,40.0
2017,0,59,M,16.0
2017,0,60,F,40.0
2017,0,60,M,20.0
2017,0,61,F,36.0
2017,0,61,M,9.0
2017,0,62,F,29.0
2017,0,62,M,24.0
2017,0,63,F,38.0
2017,0,63,M,4.0
2017,0,64,F,41.0
2017,0,64,M,15.0
2017,0,65,F,23.0
2017,0,65,M,8.0
2017,0,66,F,35.0
2017,0,66,M,7.0
2017,0,67,F,20.0
2017,0,67,M,11.0
2017,0,68,F,25.0
2017,0,68,M,21.0
2017,0,69,F,31.0
2017,0,69,M,14.0
2017,0,70,F,37.0
2017,0,70,M,12.0
2017,0,71,F,19.0
2017,0,71,M,10.0
2017,0,72,F,18.0
2017,0,72,M,14.0
2017,0,73,F,25.0
2017,0,73,M,7.0
2017,0,74,F,20.0
2017,0,74,M,10.0
2017,0,75,F,16.0
2017,0,75,M,10.0
2017,0,76,F,35.0
2017,0,76,M,7.0
2017,0,77,F,23.0
2017,0,77,M,5.0
2017,0,78,F,29.0
2017,0,78,M,10.0
2017,0,79,F,24.0
2017,0,79,M,2.0
2017,0,80,F,27.0
2017,0,80,M,20.0
2017,0,81,F,18.0
2017,0,81,M,11.0
2017,0,82,F,21.0
2017,0,82,M,12.0
2017,0,83,F,15.0
2017,0,83,M,10.0
2017,0,84,F,15.0
2017,0,84,M,13.0
2017,0,85,F,20.0
2017,0,85,M,7.0
2017,0,86,F,19.0
2017,0,86,M,2.0
2017,0,87,F,18.0
2017,0,87,M,4.0
2017,0,88,F,21.0
2017,0,88,M,6.0
2017,0,89,F,10.0
2017,0,89,M,4.0
2017,0,90,F,12.0
2017,0,90,M,8.0
2017,0,91,F,5.0
2017,0,91,M,1.0
2017,0,92,F,8.0
2017,0,92,M,3.0
2017,0,93,F,11.0
2017,0,93,M,2.0
2017,0,94,F,8.0
2017,0,94,M,3.0
2017,0,95,F,4.0
2017,0,95,M,1.0
2017,0,96,F,3.0
2017,0,96,M,1.0
2017,0,97,F,2.0
2017,0,97,M,0.0
2017,0,98,F,1.0
2017,0,98,M,0.0
2017,0,99,F,1.0
2017,0,99,M,0.0
2017,0,100,F,0.0
2017,0,100,M,0.0
2017,0,101,F,2.0
2017,0,101,M,0.0
2017,0,102,F,1.0
2017,0,102,M,0.0
2017,0,103,F,0.0
2017,0,103,M,0.0
2017,0,104,F,0.0
2017,0,104,M,2.0
2017,0,105,F,0.0
2017,0,105,M,0.0
2017,0,106,F,0.0
2017,0,106,M,0.0
2017,0,107,F,0.0
2017,0,107,M,0.0
2017,0,108,F,0.0
2017,0,108,M,0.0
2017,0,109,F,0.0
2017,0,109,M,0.0
2017,0,110,F,0.0
2017,0,110,M,0.0
2017,1,0,F,0.0
2017,1,0,M,0.0
2017,1,1,F,0.0
2017,1,1,M,0.0
2017,1,2,F,0.0
2017,1,2,M,0.0
2017,1,3,F,98.0
2017,1,3,M,202.0
2017,1,4,F,69.0
2017,1,4,M,113.0
2017,1,5,F,54.0
2017,1,5,M,92.0
2017,1,6,F,30.0
2017,1,6,M,63.0
2017,1,7,F,22.0
2017,1,7,M,51.0
2017,1,8,F,28.0
2017,1,8,M,28.0
2017,1,9,F,21.0
2017,1,9,M,35.0
2017,1,10,F,18.0
2017,1,10,M,30.0
2017,1,11,F,10.0
2017,1,11,M,17.0
2017,1,12,F,6.0
2017,1,12,M,11.0
2017,1,13,F,6.0
2017,1,13,M,9.0
2017,1,14,F,10.0
2017,1,14,M,8.0
2017,1,15,F,15.0
2017,1,15,M,5.0
2017,1,16,F,12.0
2017,1,16,M,3.0
2017,1,17,F,7.0
