year,age,sex,n_asthma
2021,65,M,675
2021,66,F,1051
2021,66,M,673
2021,67,F,1012
2021,67,M,659
2021,68,F,914
2021,68,M,572
2021,69,F,908
2021,69,M,573
2021,70,F,850
2021,70,M,543
2021,71,F,864
2021,71,M,577
2021,72,F,826
2021,72,M,533
2021,73,F,824
2021,73,M,524
2021,74,F,778
2021,74,M,523
2021,75,F,677
2021,75,M,442
2021,76,F,571
2021,76,M,432
2021,77,F,558
2021,77,M,420
2021,78,F,551
2021,78,M,413
2021,79,F,514
2021,79,M,355
2021,80,F,458
2021,80,M,257
2021,81,F,402
2021,81,M,259
2021,82,F,397
2021,82,M,241
2021,83,F,372
2021,83,M,205
2021,84,F,323
2021,84,M,170
2021,85,F,318
2021,85,M,145
2021,86,F,253
2021,86,M,145
2021,87,F,243
2021,87,M,131
2021,88,F,224
2021,88,M,119
2021,89,F,199
2021,89,M,94
2021,90,F,188
2021,90,M,76
2021,91,F,172
2021,91,M,75
2021,92,F,145
2021,92,M,53
2021,93,F,123
2021,93,M,38
2021,94,F,111
2021,94,M,30
2021,95,F,75
2021,95,M,23
2021,96,F,40
2021,96,M,13
2021,97,F,52
2021,97,M,12
2021,98,F,31
2021,98,M,7
2021,99,F,30
2021,99,M,2
2021,100,F,45
2021,100,M,3
2021,101,F,22
2021,101,M,6
2021,102,F,20
2021,102,M,3
2021,103,F,7
2021,103,M,1
2021,104,F,5
2021,104,M,1
2021,105,F,2
2021,105,M,0
2021,106,F,4
2021,106,M,0
2021,107,F,1
2021,107,M,0
2021,108,F,2
2021,108,M,0
2021,109,F,0
2021,109,M,0
2021,110,F,1
2021,110,M,0
2022,0,F,0
2022,0,M,0
2022,1,F,0
2022,1,M,0
2022,2,F,0
2022,2,M,0
2022,3,F,261
2022,3,M,499
2022,4,F,206
2022,4,M,419
2022,5,F,283
2022,5,M,430
2022,6,F,307
2022,6,M,516
2022,7,F,379
2022,7,M,538
2022,8,F,409
2022,8,M,678
2022,9,F,524
2022,9,M,758
2022,10,F,548
2022,10,M,899
2022,11,F,608
2022,11,M,867
2022,12,F,648
2022,12,M,974
2022,13,F,671
2022,13,M,1033
2022,14,F,827
2022,14,M,1055
2022,15,F,786
2022,15,M,1103
2022,16,F,786
2022,16,M,1122
2022,17,F,749
2022,17,M,1150
2022,18,F,798
2022,18,M,1085
2022,19,F,800
2022,19,M,1112
2022,20,F,815
2022,20,M,1135
2022,21,F,841
2022,21,M,1154
2022,22,F,925
2022,22,M,1132
2022,23,F,897
2022,23,M,1130
2022,24,F,890
2022,24,M,1115
2022,25,F,841
2022,25,M,1105
2022,26,F,881
2022,26,M,1094
2022,27,F,914
2022,27,M,1019
2022,28,F,900
2022,28,M,997
2022,29,F,906
2022,29,M,999
2022,30,F,946
2022,30,M,1020
2022,31,F,978
2022,31,M,1066
2022,32,F,1026
2022,32,M,1098
2022,33,F,1037
2022,33,M,1106
2022,34,F,1032
2022,34,M,1165
2022,35,F,1018
2022,35,M,1166
2022,36,F,1073
2022,36,M,1218
2022,37,F,1099
2022,37,M,1195
2022,38,F,1101
2022,38,M,1191
2022,39,F,1124
2022,39,M,1190
2022,40,F,1216
2022,40,M,1199
2022,41,F,1133
2022,41,M,1130
2022,42,F,1129
2022,42,M,1098
2022,43,F,1117
2022,43,M,1005
2022,44,F,1119
2022,44,M,1008
2022,45,F,1182
2022,45,M,927
2022,46,F,1166
2022,46,M,904
2022,47,F,1105
2022,47,M,842
2022,48,F,1184
2022,48,M,878
2022,49,F,1116
2022,49,M,843
2022,50,F,1212
2022,50,M,853
2022,51,F,1148
2022,51,M,895
2022,52,F,1179
2022,52,M,870
2022,53,F,1180
2022,53,M,808
2022,54,F,1117
2022,54,M,759
2022,55,F,1139
2022,55,M,823
2022,56,F,1166
2022,56,M,813
2022,57,F,1213
2022,57,M,904
2022,58,F,1323
2022,58,M,861
2022,59,F,1270
2022,59,M,901
2022,60,F,1232
2022,60,M,827
2022,61,F,1195
2022,61,M,822
2022,62,F,1122
2022,62,M,820
2022,63,F,1161
2022,63,M,787
2022,64,F,1170
2022,64,M,709
2022,65,F,1061
2022,65,M,736
2022,66,F,1021
2022,66,M,694
2022,67,F,1056
2022,67,M,693
2022,68,F,996
2022,68,M,679
2022,69,F,920
2022,69,M,580
2022,70,F,894
2022,70,M,582
2022,71,F,847
2022,71,M,554
2022,72,F,869
2022,72,M,589
2022,73,F,822
2022,73,M,545
2022,74,F,804
2022,74,M,525
2022,75,F,753
2022,75,M,526
2022,76,F,664
2022,76,M,445
2022,77,F,566
2022,77,M,430
2022,78,F,547
2022,78,M,413
2022,79,F,526
2022,79,M,414
2022,80,F,506
2022,80,M,341
2022,81,F,444
2022,81,M,251
2022,82,F,390
2022,82,M,247
2022,83,F,383
2022,83,M,233
2022,84,F,353
2022,84,M,208
2022,85,F,303
2022,85,M,165
2022,86,F,304
2022,86,M,138
2022,87,F,244
2022,87,M,137
2022,88,F,236
2022,88,M,112
2022,89,F,204
2022,89,M,111
2022,90,F,176
2022,90,M,91
2022,91,F,164
2022,91,M,66
2022,92,F,149
2022,92,M,67
2022,93,F,127
2022,93,M,40
2022,94,F,109
2022,94,M,29
2022,95,F,87
2022,95,M,23
2022,96,F,55
2022,96,M,20
2022,97,F,35
2022,97,M,9
2022,98,F,42
2022,98,M,10
2022,99,F,27
2022,99,M,4
2022,100,F,42
2022,100,M,7
2022,101,F,32
2022,101,M,2
2022,102,F,18
2022,102,M,4
2022,103,F,14
2022,103,M,1
2022,104,F,7
2022,104,M,0
2022,105,F,3
2022,105,M,1
2022,106,F,2
2022,106,M,0
2022,107,F,2
2022,107,M,0
2022,108,F,0
2022,108,M,0
2022,109,F,1
2022,109,M,0
2022,110,F,0
2022,110,M,0
2023,0,F,0
2023,0,M,0
2023,1,F,0
2023,1,M,0
2023,2,F,0
2023,2,M,0
2023,3,F,238
2023,3,M,508
2023,4,F,222
2023,4,M,347
2023,5,F,234
2023,5,M,398
2023,6,F,320
2023,6,M,462
2023,7,F,345
2023,7,M,542
2023,8,F,420
2023,8,M,560
2023,9,F,451
2023,9,M,692
2023,10,F,539
2023,10,M,765
2023,11,F,555
2023,11,M,907
2023,12,F,613
2023,12,M,885
2023,13,F,654
2023,13,M,992
2023,14,F,667
2023,14,M,1030
2023,15,F,831
2023,15,M,1057
2023,16,F,787
2023,16,M,1095
2023,17,F,801
2023,17,M,1137
2023,18,F,767
2023,18,M,1150
2023,19,F,811
2023,19,M,1103
2023,20,F,801
2023,20,M,1101
2023,21,F,807
2023,21,M,1125
2023,22,F,830
2023,22,M,1116
2023,23,F,892
2023,23,M,1097
2023,24,F,886
2023,24,M,1103
2023,25,F,876
2023,25,M,1087
2023,26,F,834
2023,26,M,1071
2023,27,F,872
2023,27,M,1038
2023,28,F,914
2023,28,M,985
2023,29,F,888
2023,29,M,962
2023,30,F,909
2023,30,M,971
2023,31,F,950
2023,31,M,984
2023,32,F,960
2023,32,M,1049
2023,33,F,1009
2023,33,M,1083
2023,34,F,1031
2023,34,M,1091
2023,35,F,1026
2023,35,M,1138
2023,36,F,1010
2023,36,M,1153
2023,37,F,1072
2023,37,M,1211
2023,38,F,1109
2023,38,M,1165
2023,39,F,1100
2023,39,M,1174
2023,40,F,1135
2023,40,M,1178
2023,41,F,1214
2023,41,M,1192
2023,42,F,1153
2023,42,M,1146
2023,43,F,1138
2023,43,M,1109
2023,44,F,1117
2023,44,M,1020
2023,45,F,1116
2023,45,M,1010
2023,46,F,1186
2023,46,M,932
2023,47,F,1189
2023,47,M,910
2023,48,F,1122
2023,48,M,854
2023,49,F,1213
2023,49,M,899
2023,50,F,1135
2023,50,M,851
2023,51,F,1228
2023,51,M,877
2023,52,F,1167
2023,52,M,914
2023,53,F,1198
2023,53,M,888
2023,54,F,1204
2023,54,M,826
2023,55,F,1146
2023,55,M,776
2023,56,F,1158
2023,56,M,849
2023,57,F,1183
2023,57,M,832
2023,58,F,1235
2023,58,M,929
2023,59,F,1325
2023,59,M,875
2023,60,F,1265
2023,60,M,931
2023,61,F,1226
2023,61,M,837
2023,62,F,1164
2023,62,M,840
2023,63,F,1122
2023,63,M,854
2023,64,F,1167
2023,64,M,815
2023,65,F,1177
2023,65,M,721
2023,66,F,1065
2023,66,M,750
2023,67,F,1013
2023,67,M,708
2023,68,F,1063
2023,68,M,704
2023,69,F,981
2023,69,M,699
2023,70,F,909
2023,70,M,594
2023,71,F,886
2023,71,M,600
2023,72,F,849
2023,72,M,571
2023,73,F,863
2023,73,M,601
2023,74,F,815
2023,74,M,544
2023,75,F,799
2023,75,M,526
2023,76,F,742
2023,76,M,534
2023,77,F,657
2023,77,M,443
2023,78,F,551
2023,78,M,430
2023,79,F,532
2023,79,M,408
2023,80,F,513
2023,80,M,410
2023,81,F,500
2023,81,M,331
2023,82,F,424
2023,82,M,246
2023,83,F,377
2023,83,M,237
2023,84,F,367
2023,84,M,219
2023,85,F,340
2023,85,M,207
2023,86,F,281
2023,86,M,159
2023,87,F,292
2023,87,M,126
2023,88,F,223
2023,88,M,131
2023,89,F,217
2023,89,M,104
2023,90,F,180
2023,90,M,103
2023,91,F,156
2023,91,M,87
2023,92,F,148
2023,92,M,63
2023,93,F,126
2023,93,M,55
2023,94,F,104
2023,94,M,34
2023,95,F,90
2023,95,M,22
2023,96,F,65
2023,96,M,19
2023,97,F,39
2023,97,M,15
2023,98,F,27
2023,98,M,6
2023,99,F,36
2023,99,M,7
2023,100,F,32
2023,100,M,7
2023,101,F,25
2023,101,M,5
2023,102,F,29
2023,102,M,1
2023,103,F,14
2023,103,M,2
2023,104,F,10
2023,104,M,1
2023,105,F,3
2023,105,M,0
2023,106,F,2
2023,106,M,1
2023,107,F,2
2023,107,M,0
2023,108,F,2
2023,108,M,0
2023,109,F,0
2023,109,M,0
2023,110,F,0
2023,110,M,0
2024,0,F,0
2024,0,M,0
2024,1,F,0
2024,1,M,0
2024,2,F,0
2024,2,M,0
2024,3,F,190
2024,3,M,402
2024,4,F,192
2024,4,M,307
2024,5,F,243
2024,5,M,348
2024,6,F,256
2024,6,M,428
2024,7,F,325
2024,7,M,504
2024,8,F,359
2024,8,M,567
2024,9,F,444
2024,9,M,568
2024,10,F,474
2024,10,M,707
2024,11,F,544
2024,11,M,792
2024,12,F,578
2024,12,M,888
2024,13,F,608
2024,13,M,870
2024,14,F,655
2024,14,M,999
2024,15,F,666
2024,15,M,1033
2024,16,F,844
2024,16,M,1045
2024,17,F,788
2024,17,M,1105
2024,18,F,819
2024,18,M,1168
2024,19,F,767
2024,19,M,1168
2024,20,F,802
2024,20,M,1099
2024,21,F,793
2024,21,M,1101
2024,22,F,793
2024,22,M,1103
2024,23,F,823
2024,23,M,1090
2024,24,F,881
2024,24,M,1081
2024,25,F,884
2024,25,M,1094
2024,26,F,857
2024,26,M,1063
2024,27,F,830
2024,27,M,1062
2024,28,F,861
2024,28,M,1030
2024,29,F,914
2024,29,M,967
2024,30,F,877
2024,30,M,960
2024,31,F,909
2024,31,M,979
2024,32,F,962
2024,32,M,974
2024,33,F,961
2024,33,M,1039
2024,34,F,1009
2024,34,M,1085
2024,35,F,1017
2024,35,M,1082
2024,36,F,1024
2024,36,M,1144
2024,37,F,1016
2024,37,M,1142
2024,38,F,1066
2024,38,M,1198
2024,39,F,1119
2024,39,M,1155
2024,40,F,1107
2024,40,M,1178
2024,41,F,1141
2024,41,M,1179
2024,42,F,1213
2024,42,M,1187
2024,43,F,1157
2024,43,M,1140
2024,44,F,1147
2024,44,M,1120
2024,45,F,1126
2024,45,M,1023
2024,46,F,1117
2024,46,M,1021
2024,47,F,1201
2024,47,M,933
2024,48,F,1193
2024,48,M,922
2024,49,F,1145
2024,49,M,864
2024,50,F,1227
2024,50,M,904
2024,51,F,1154
2024,51,M,864
2024,52,F,1249
2024,52,M,904
2024,53,F,1186
2024,53,M,936
2024,54,F,1229
2024,54,M,906
2024,55,F,1231
2024,55,M,847
2024,56,F,1165
2024,56,M,800
2024,57,F,1166
2024,57,M,875
2024,58,F,1191
2024,58,M,853
2024,59,F,1230
2024,59,M,953
2024,60,F,1317
2024,60,M,891
2024,61,F,1250
2024,61,M,944
2024,62,F,1191
2024,62,M,842
2024,63,F,1170
2024,63,M,867
2024,64,F,1126
2024,64,M,875
2024,65,F,1170
2024,65,M,842
2024,66,F,1182
2024,66,M,744
2024,67,F,1053
2024,67,M,757
2024,68,F,990
2024,68,M,719
2024,69,F,1045
2024,69,M,714
2024,70,F,970
2024,70,M,706
2024,71,F,903
2024,71,M,614
2024,72,F,875
2024,72,M,608
2024,73,F,847
2024,73,M,577
2024,74,F,851
2024,74,M,607
2024,75,F,809
2024,75,M,551
2024,76,F,775
2024,76,M,536
2024,77,F,720
2024,77,M,542
2024,78,F,650
2024,78,M,439
2024,79,F,533
2024,79,M,421
2024,80,F,518
2024,80,M,400
2024,81,F,498
2024,81,M,397
2024,82,F,485
2024,82,M,320
2024,83,F,398
2024,83,M,239
2024,84,F,357
2024,84,M,236
2024,85,F,353
2024,85,M,215
2024,86,F,319
2024,86,M,199
2024,87,F,248
2024,87,M,149
2024,88,F,271
2024,88,M,119
2024,89,F,207
2024,89,M,121
2024,90,F,195
2024,90,M,91
2024,91,F,164
2024,91,M,86
2024,92,F,136
2024,92,M,72
2024,93,F,123
2024,93,M,55
2024,94,F,110
2024,94,M,47
2024,95,F,80
2024,95,M,24
2024,96,F,73
2024,96,M,19
2024,97,F,52
2024,97,M,15
2024,98,F,28
2024,98,M,11
2024,99,F,24
2024,99,M,5
2024,100,F,49
2024,100,M,7
2024,101,F,26
2024,101,M,4
2024,102,F,18
2024,102,M,3
2024,103,F,19
2024,103,M,0
2024,104,F,7
2024,104,M,2
2024,105,F,8
2024,105,M,1
2024,106,F,1
2024,106,M,0
2024,107,F,1
2024,107,M,0
2024,108,F,1
2024,108,M,0
2024,109,F,1
2024,109,M,0
2024,110,F,0
2024,110,M,0
2025,0,F,0
2025,0,M,0
2025,1,F,0
2025,1,M,0
2025,2,F,0
2025,2,M,0
2025,3,F,183
2025,3,M,462
2025,4,F,176
2025,4,M,222
2025,5,F,198
2025,5,M,335
2025,6,F,272
2025,6,M,347
2025,7,F,276
2025,7,M,443
2025,8,F,351
2025,8,M,516
2025,9,F,383
2025,9,M,564
2025,10,F,460
2025,10,M,571
2025,11,F,481
2025,11,M,711
2025,12,F,556
2025,12,M,814
2025,13,F,584
2025,13,M,897
2025,14,F,592
2025,14,M,893
2025,15,F,657
2025,15,M,993
2025,16,F,674
2025,16,M,1025
2025,17,F,850
2025,17,M,1053
2025,18,F,796
2025,18,M,1122
2025,19,F,810
2025,19,M,1187
2025,20,F,767
2025,20,M,1160
2025,21,F,788
2025,21,M,1073
2025,22,F,795
2025,22,M,1088
2025,23,F,779
2025,23,M,1072
2025,24,F,830
2025,24,M,1069
2025,25,F,869
2025,25,M,1053
2025,26,F,870
2025,26,M,1076
2025,27,F,836
2025,27,M,1037
2025,28,F,830
2025,28,M,1063
2025,29,F,853
2025,29,M,1022
2025,30,F,898
2025,30,M,963
2025,31,F,869
2025,31,M,959
2025,32,F,892
2025,32,M,975
2025,33,F,947
2025,33,M,977
2025,34,F,954
2025,34,M,1034
2025,35,F,1004
2025,35,M,1080
2025,36,F,1033
2025,36,M,1076
2025,37,F,1023
2025,37,M,1137
2025,38,F,1023
2025,38,M,1138
2025,39,F,1063
2025,39,M,1185
2025,40,F,1114
2025,40,M,1160
2025,41,F,1102
2025,41,M,1163
2025,42,F,1139
2025,42,M,1181
2025,43,F,1220
2025,43,M,1198
2025,44,F,1163
2025,44,M,1142
2025,45,F,1156
2025,45,M,1108
2025,46,F,1144
2025,46,M,1024
2025,47,F,1117
2025,47,M,1030
2025,48,F,1222
2025,48,M,950
2025,49,F,1215
2025,49,M,931
2025,50,F,1166
2025,50,M,876
2025,51,F,1232
2025,51,M,934
2025,52,F,1187
2025,52,M,871
2025,53,F,1271
2025,53,M,924
2025,54,F,1208
2025,54,M,947
2025,55,F,1251
2025,55,M,922
2025,56,F,1251
2025,56,M,862
2025,57,F,1173
2025,57,M,816
2025,58,F,1167
2025,58,M,893
2025,59,F,1199
2025,59,M,881
2025,60,F,1210
2025,60,M,973
2025,61,F,1293
2025,61,M,912
2025,62,F,1211
2025,62,M,962
2025,63,F,1183
2025,63,M,864
2025,64,F,1165
2025,64,M,889
2025,65,F,1124
2025,65,M,889
2025,66,F,1161
2025,66,M,860
2025,67,F,1179
2025,67,M,757
2025,68,F,1040
2025,68,M,774
2025,69,F,988
2025,69,M,729
2025,70,F,1041
2025,70,M,737
2025,71,F,959
2025,71,M,728
2025,72,F,901
2025,72,M,628
2025,73,F,875
2025,73,M,614
2025,74,F,848
2025,74,M,586
2025,75,F,827
2025,75,M,604
2025,76,F,795
2025,76,M,553
2025,77,F,756
2025,77,M,540
2025,78,F,691
2025,78,M,538
2025,79,F,630
2025,79,M,429
2025,80,F,514
2025,80,M,411
2025,81,F,498
2025,81,M,398
2025,82,F,475
2025,82,M,392
2025,83,F,464
2025,83,M,307
2025,84,F,385
2025,84,M,229
2025,85,F,348
2025,85,M,224
2025,86,F,335
2025,86,M,205
2025,87,F,297
2025,87,M,190
2025,88,F,233
2025,88,M,143
2025,89,F,249
2025,89,M,110
2025,90,F,192
2025,90,M,112
2025,91,F,186
2025,91,M,79
2025,92,F,147
2025,92,M,76
2025,93,F,115
2025,93,M,55
2025,94,F,109
2025,94,M,50
2025,95,F,87
2025,95,M,41
2025,96,F,61
2025,96,M,20
2025,97,F,64
2025,97,M,16
2025,98,F,43
2025,98,M,10
2025,99,F,16
2025,99,M,6
2025,100,F,40
2025,100,M,2
2025,101,F,33
2025,101,M,5
2025,102,F,20
2025,102,M,4
2025,103,F,10
2025,103,M,3
2025,104,F,14
2025,104,M,0
2025,105,F,3
2025,105,M,1
2025,106,F,6
2025,106,M,1
2025,107,F,1
2025,107,M,0
2025,108,F,0
2025,108,M,0
2025,109,F,0
2025,109,M,0
2025,110,F,1
2025,110,M,0
2026,0,F,0
2026,0,M,0
2026,1,F,0
2026,1,M,0
2026,2,F,0
2026,2,M,0
2026,3,F,210
2026,3,M,395
2026,4,F,171
2026,4,M,250
2026,5,F,208
2026,5,M,266
2026,6,F,232
2026,6,M,376
2026,7,F,322
2026,7,M,418
2026,8,F,323
2026,8,M,509
2026,9,F,401
2026,9,M,580
2026,10,F,421
2026,10,M,620
2026,11,F,491
2026,11,M,626
2026,12,F,517
2026,12,M,745
2026,13,F,592
2026,13,M,853
2026,14,F,616
2026,14,M,939
2026,15,F,622
2026,15,M,939
2026,16,F,710
2026,16,M,1045
2026,17,F,735
2026,17,M,1085
2026,18,F,910
2026,18,M,1127
2026,19,F,840
2026,19,M,1188
2026,20,F,847
2026,20,M,1225
2026,21,F,792
2026,21,M,1188
2026,22,F,812
2026,22,M,1094
2026,23,F,809
2026,23,M,1097
2026,24,F,801
2026,24,M,1076
2026,25,F,837
2026,25,M,1061
2026,26,F,884
2026,26,M,1046
2026,27,F,882
2026,27,M,1056
2026,28,F,842
2026,28,M,1026
2026,29,F,852
2026,29,M,1045
2026,30,F,857
2026,30,M,990
2026,31,F,920
2026,31,M,953
2026,32,F,893
2026,32,M,938
2026,33,F,894
2026,33,M,931
2026,34,F,951
2026,34,M,969
2026,35,F,971
2026,35,M,984
2026,36,F,1013
2026,36,M,1053
2026,37,F,1038
2026,37,M,1029
2026,38,F,1023
2026,38,M,1094
2026,39,F,1040
2026,39,M,1100
2026,40,F,1065
2026,40,M,1157
2026,41,F,1130
2026,41,M,1129
2026,42,F,1104
2026,42,M,1151
2026,43,F,1157
2026,43,M,1151
2026,44,F,1237
2026,44,M,1167
2026,45,F,1181
2026,45,M,1119
2026,46,F,1183
2026,46,M,1083
2026,47,F,1174
2026,47,M,1012
2026,48,F,1141
2026,48,M,1025
2026,49,F,1247
2026,49,M,954
2026,50,F,1234
2026,50,M,933
2026,51,F,1194
2026,51,M,880
2026,52,F,1255
2026,52,M,943
2026,53,F,1202
2026,53,M,893
2026,54,F,1285
2026,54,M,925
2026,55,F,1216
2026,55,M,950
2026,56,F,1257
2026,56,M,922
2026,57,F,1254
2026,57,M,867
2026,58,F,1172
2026,58,M,827
2026,59,F,1157
2026,59,M,900
2026,60,F,1185
2026,60,M,900
2026,61,F,1178
2026,61,M,968
2026,62,F,1237
2026,62,M,902
2026,63,F,1212
2026,63,M,958
2026,64,F,1174
2026,64,M,851
2026,65,F,1155
2026,65,M,885
2026,66,F,1105
2026,66,M,886
2026,67,F,1162
2026,67,M,856
2026,68,F,1176
2026,68,M,754
2026,69,F,1050
2026,69,M,766
2026,70,F,978
2026,70,M,729
2026,71,F,1022
2026,71,M,731
2026,72,F,931
2026,72,M,717
2026,73,F,896
2026,73,M,613
2026,74,F,863
2026,74,M,611
2026,75,F,838
2026,75,M,568
2026,76,F,816
2026,76,M,579
2026,77,F,785
2026,77,M,545
2026,78,F,742
2026,78,M,518
2026,79,F,666
2026,79,M,509
2026,80,F,604
2026,80,M,417
2026,81,F,498
2026,81,M,399
2026,82,F,472
2026,82,M,377
2026,83,F,451
2026,83,M,364
2026,84,F,437
2026,84,M,282
2026,85,F,368
2026,85,M,204
2026,86,F,327
2026,86,M,206
2026,87,F,309
2026,87,M,189
2026,88,F,271
2026,88,M,181
2026,89,F,224
2026,89,M,128
2026,90,F,225
2026,90,M,97
2026,91,F,178
2026,91,M,91
2026,92,F,160
2026,92,M,70
2026,93,F,128
2026,93,M,58
2026,94,F,101
2026,94,M,48
2026,95,F,93
2026,95,M,38
2026,96,F,64
2026,96,M,25
2026,97,F,44
2026,97,M,14
2026,98,F,50
2026,98,M,11
2026,99,F,35
2026,99,M,3
2026,100,F,32
2026,100,M,9
2026,101,F,27
2026,101,M,2
2026,102,F,29
2026,102,M,4
2026,103,F,13
2026,103,M,1
2026,104,F,4
2026,104,M,1
2026,105,F,12
2026,105,M,0
2026,106,F,4
2026,106,M,0
2026,107,F,4
2026,107,M,0
2026,108,F,0
2026,108,M,0
2026,109,F,0
2026,109,M,0
2026,110,F,0
2026,110,M,0
2027,0,F,0
2027,0,M,0
2027,1,F,0
2027,1,M,0
2027,2,F,0
2027,2,M,0
2027,3,F,190
2027,3,M,427
2027,4,F,193
2027,4,M,236
2027,5,F,187
2027,5,M,286
2027,6,F,240
2027,6,M,323
2027,7,F,268
2027,7,M,411
2027,8,F,355
2027,8,M,479
2027,9,F,362
2027,9,M,577
2027,10,F,430
2027,10,M,645
2027,11,F,467
2027,11,M,660
2027,12,F,527
2027,12,M,679
2027,13,F,547
2027,13,M,788
2027,14,F,626
2027,14,M,901
2027,15,F,649
2027,15,M,986
2027,16,F,657
2027,16,M,993
2027,17,F,759
2027,17,M,1112
2027,18,F,780
2027,18,M,1179
2027,19,F,963
2027,19,M,1186
2027,20,F,871
2027,20,M,1243
2027,21,F,869
2027,21,M,1243
2027,22,F,810
2027,22,M,1206
2027,23,F,823
2027,23,M,1103
2027,24,F,820
2027,24,M,1103
2027,25,F,811
2027,25,M,1084
2027,26,F,850
2027,26,M,1047
2027,27,F,907
2027,27,M,1020
2027,28,F,893
2027,28,M,1028
2027,29,F,849
2027,29,M,1009
2027,30,F,847
2027,30,M,1034
2027,31,F,873
2027,31,M,977
2027,32,F,944
2027,32,M,941
2027,33,F,896
2027,33,M,917
2027,34,F,900
2027,34,M,915
2027,35,F,962
2027,35,M,944
2027,36,F,1005
2027,36,M,972
2027,37,F,1017
2027,37,M,1025
2027,38,F,1053
2027,38,M,994
2027,39,F,1039
2027,39,M,1062
2027,40,F,1068
2027,40,M,1064
2027,41,F,1087
2027,41,M,1137
2027,42,F,1139
2027,42,M,1103
2027,43,F,1115
2027,43,M,1120
2027,44,F,1175
2027,44,M,1139
2027,45,F,1268
2027,45,M,1146
2027,46,F,1197
2027,46,M,1111
2027,47,F,1194
2027,47,M,1082
2027,48,F,1196
2027,48,M,1003
2027,49,F,1158
2027,49,M,1035
2027,50,F,1267
2027,50,M,951
2027,51,F,1254
2027,51,M,937
2027,52,F,1229
2027,52,M,887
2027,53,F,1259
2027,53,M,950
2027,54,F,1221
2027,54,M,905
2027,55,F,1303
2027,55,M,939
2027,56,F,1216
2027,56,M,958
2027,57,F,1258
2027,57,M,930
2027,58,F,1230
2027,58,M,876
2027,59,F,1156
2027,59,M,835
2027,60,F,1134
2027,60,M,895
2027,61,F,1159
2027,61,M,895
2027,62,F,1127
2027,62,M,954
2027,63,F,1239
2027,63,M,890
2027,64,F,1221
2027,64,M,952
2027,65,F,1182
2027,65,M,852
2027,66,F,1142
2027,66,M,878
2027,67,F,1099
2027,67,M,880
2027,68,F,1152
2027,68,M,832
2027,69,F,1166
2027,69,M,747
2027,70,F,1048
2027,70,M,753
2027,71,F,964
2027,71,M,712
2027,72,F,1020
2027,72,M,712
2027,73,F,914
2027,73,M,715
2027,74,F,873
2027,74,M,593
2027,75,F,833
2027,75,M,590
2027,76,F,845
2027,76,M,548
2027,77,F,796
2027,77,M,559
2027,78,F,757
2027,78,M,535
2027,79,F,730
2027,79,M,505
2027,80,F,655
2027,80,M,489
2027,81,F,598
2027,81,M,406
2027,82,F,460
2027,82,M,376
2027,83,F,457
2027,83,M,348
2027,84,F,424
2027,84,M,345
2027,85,F,415
2027,85,M,259
2027,86,F,351
2027,86,M,192
2027,87,F,312
2027,87,M,195
2027,88,F,286
2027,88,M,184
2027,89,F,241
2027,89,M,173
2027,90,F,208
2027,90,M,111
2027,91,F,207
2027,91,M,84
2027,92,F,155
2027,92,M,72
2027,93,F,129
2027,93,M,55
2027,94,F,104
2027,94,M,41
2027,95,F,89
2027,95,M,43
2027,96,F,67
2027,96,M,28
2027,97,F,49
2027,97,M,15
2027,98,F,35
2027,98,M,10
2027,99,F,31
2027,99,M,7
2027,100,F,46
2027,100,M,6
2027,101,F,22
2027,101,M,5
2027,102,F,17
2027,102,M,1
2027,103,F,21
2027,103,M,3
2027,104,F,10
2027,104,M,1
2027,105,F,2
2027,105,M,1
2027,106,F,10
2027,106,M,0
2027,107,F,2
2027,107,M,0
2027,108,F,2
2027,108,M,0
2027,109,F,0
2027,109,M,0
2027,110,F,1
2027,110,M,0
2028,0,F,0
2028,0,M,0
2028,1,F,0
2028,1,M,0
2028,2,F,0
2028,2,M,0
2028,3,F,173
2028,3,M,402
2028,4,F,169
2028,4,M,267
2028,5,F,213
2028,5,M,284
2028,6,F,237
2028,6,M,348
2028,7,F,291
2028,7,M,366
2028,8,F,313
2028,8,M,475
2028,9,F,408
2028,9,M,551
2028,10,F,404
2028,10,M,636
2028,11,F,467
2028,11,M,698
2028,12,F,509
2028,12,M,712
2028,13,F,563
2028,13,M,728
2028,14,F,569
2028,14,M,831
2028,15,F,668
2028,15,M,953
2028,16,F,697
2028,16,M,1037
2028,17,F,697
2028,17,M,1055
2028,18,F,815
2028,18,M,1186
2028,19,F,828
2028,19,M,1246
2028,20,F,1006
2028,20,M,1218
2028,21,F,886
2028,21,M,1264
2028,22,F,889
2028,22,M,1262
2028,23,F,832
2028,23,M,1211
2028,24,F,842
2028,24,M,1103
2028,25,F,828
2028,25,M,1090
2028,26,F,816
2028,26,M,1076
2028,27,F,863
2028,27,M,1033
2028,28,F,909
2028,28,M,1013
2028,29,F,882
2028,29,M,997
2028,30,F,844
2028,30,M,992
2028,31,F,853
2028,31,M,1021
2028,32,F,886
2028,32,M,932
2028,33,F,966
2028,33,M,915
2028,34,F,917
2028,34,M,890
2028,35,F,905
2028,35,M,880
2028,36,F,991
2028,36,M,929
2028,37,F,1011
2028,37,M,948
2028,38,F,1035
2028,38,M,1003
2028,39,F,1059
2028,39,M,978
2028,40,F,1062
2028,40,M,1025
2028,41,F,1085
2028,41,M,1055
2028,42,F,1113
