year,age,sex,n_exacerbations
2028,103,M,0
2028,104,F,3
2028,104,M,0
2028,105,F,0
2028,105,M,1
2028,106,F,0
2028,106,M,0
2028,107,F,1
2028,107,M,0
2028,108,F,0
2028,108,M,0
2028,109,F,0
2028,109,M,0
2028,110,F,0
2028,110,M,0
2029,0,F,0
2029,0,M,0
2029,1,F,0
2029,1,M,0
2029,2,F,0
2029,2,M,0
2029,3,F,527
2029,3,M,1204
2029,4,F,291
2029,4,M,527
2029,5,F,240
2029,5,M,356
2029,6,F,179
2029,6,M,310
2029,7,F,139
2029,7,M,221
2029,8,F,152
2029,8,M,170
2029,9,F,110
2029,9,M,187
2029,10,F,93
2029,10,M,163
2029,11,F,64
2029,11,M,99
2029,12,F,73
2029,12,M,92
2029,13,F,37
2029,13,M,70
2029,14,F,39
2029,14,M,44
2029,15,F,63
2029,15,M,43
2029,16,F,81
2029,16,M,59
2029,17,F,37
2029,17,M,49
2029,18,F,58
2029,18,M,30
2029,19,F,51
2029,19,M,29
2029,20,F,60
2029,20,M,35
2029,21,F,62
2029,21,M,53
2029,22,F,61
2029,22,M,37
2029,23,F,59
2029,23,M,37
2029,24,F,57
2029,24,M,21
2029,25,F,39
2029,25,M,33
2029,26,F,46
2029,26,M,12
2029,27,F,51
2029,27,M,27
2029,28,F,54
2029,28,M,36
2029,29,F,44
2029,29,M,27
2029,30,F,34
2029,30,M,30
2029,31,F,45
2029,31,M,17
2029,32,F,49
2029,32,M,27
2029,33,F,59
2029,33,M,24
2029,34,F,56
2029,34,M,31
2029,35,F,41
2029,35,M,24
2029,36,F,72
2029,36,M,28
2029,37,F,106
2029,37,M,31
2029,38,F,65
2029,38,M,17
2029,39,F,86
2029,39,M,53
2029,40,F,74
2029,40,M,32
2029,41,F,77
2029,41,M,50
2029,42,F,63
2029,42,M,52
2029,43,F,81
2029,43,M,59
2029,44,F,62
2029,44,M,68
2029,45,F,94
2029,45,M,52
2029,46,F,79
2029,46,M,37
2029,47,F,94
2029,47,M,60
2029,48,F,68
2029,48,M,52
2029,49,F,64
2029,49,M,31
2029,50,F,66
2029,50,M,32
2029,51,F,56
2029,51,M,44
2029,52,F,109
2029,52,M,33
2029,53,F,71
2029,53,M,34
2029,54,F,75
2029,54,M,45
2029,55,F,79
2029,55,M,31
2029,56,F,73
2029,56,M,42
2029,57,F,80
2029,57,M,16
2029,58,F,73
2029,58,M,22
2029,59,F,69
2029,59,M,34
2029,60,F,57
2029,60,M,18
2029,61,F,74
2029,61,M,26
2029,62,F,70
2029,62,M,38
2029,63,F,74
2029,63,M,35
2029,64,F,99
2029,64,M,34
2029,65,F,87
2029,65,M,21
2029,66,F,89
2029,66,M,46
2029,67,F,76
2029,67,M,18
2029,68,F,82
2029,68,M,30
2029,69,F,73
2029,69,M,30
2029,70,F,111
2029,70,M,26
2029,71,F,88
2029,71,M,31
2029,72,F,95
2029,72,M,29
2029,73,F,91
2029,73,M,36
2029,74,F,83
2029,74,M,28
2029,75,F,79
2029,75,M,55
2029,76,F,123
2029,76,M,36
2029,77,F,82
2029,77,M,28
2029,78,F,140
2029,78,M,24
2029,79,F,91
2029,79,M,17
2029,80,F,91
2029,80,M,52
2029,81,F,90
2029,81,M,41
2029,82,F,104
2029,82,M,43
2029,83,F,66
2029,83,M,32
2029,84,F,56
2029,84,M,32
2029,85,F,64
2029,85,M,28
2029,86,F,44
2029,86,M,21
2029,87,F,39
2029,87,M,16
2029,88,F,68
2029,88,M,20
2029,89,F,46
2029,89,M,6
2029,90,F,33
2029,90,M,18
2029,91,F,22
2029,91,M,17
2029,92,F,21
2029,92,M,11
2029,93,F,32
2029,93,M,15
2029,94,F,21
2029,94,M,11
2029,95,F,11
2029,95,M,9
2029,96,F,3
2029,96,M,2
2029,97,F,13
2029,97,M,5
2029,98,F,3
2029,98,M,2
2029,99,F,7
2029,99,M,2
2029,100,F,10
2029,100,M,1
2029,101,F,8
2029,101,M,0
2029,102,F,3
2029,102,M,0
2029,103,F,2
2029,103,M,0
2029,104,F,1
2029,104,M,0
2029,105,F,0
2029,105,M,1
2029,106,F,0
2029,106,M,0
2029,107,F,0
2029,107,M,0
2029,108,F,1
2029,108,M,0
2029,109,F,0
2029,109,M,0
2029,110,F,0
2029,110,M,0
2030,0,F,0
2030,0,M,0
2030,1,F,0
2030,1,M,0
2030,2,F,0
2030,2,M,0
2030,3,F,460
2030,3,M,1135
2030,4,F,287
2030,4,M,504
2030,5,F,217
2030,5,M,414
2030,6,F,182
2030,6,M,301
2030,7,F,153
2030,7,M,249
2030,8,F,166
2030,8,M,181
2030,9,F,116
2030,9,M,166
2030,10,F,59
2030,10,M,158
2030,11,F,83
2030,11,M,84
2030,12,F,55
2030,12,M,146
2030,13,F,44
2030,13,M,96
2030,14,F,66
2030,14,M,40
2030,15,F,60
2030,15,M,41
2030,16,F,84
2030,16,M,52
2030,17,F,37
2030,17,M,44
2030,18,F,47
2030,18,M,39
2030,19,F,48
2030,19,M,33
2030,20,F,65
2030,20,M,38
2030,21,F,42
2030,21,M,50
2030,22,F,61
2030,22,M,40
2030,23,F,68
2030,23,M,39
2030,24,F,53
2030,24,M,14
2030,25,F,34
2030,25,M,32
2030,26,F,47
2030,26,M,20
2030,27,F,48
2030,27,M,21
2030,28,F,60
2030,28,M,40
2030,29,F,60
2030,29,M,19
2030,30,F,38
2030,30,M,25
2030,31,F,67
2030,31,M,14
2030,32,F,53
2030,32,M,37
2030,33,F,37
2030,33,M,20
2030,34,F,54
2030,34,M,32
2030,35,F,51
2030,35,M,25
2030,36,F,78
2030,36,M,32
2030,37,F,70
2030,37,M,21
2030,38,F,81
2030,38,M,25
2030,39,F,72
2030,39,M,68
2030,40,F,78
2030,40,M,19
2030,41,F,74
2030,41,M,53
2030,42,F,59
2030,42,M,42
2030,43,F,58
2030,43,M,44
2030,44,F,52
2030,44,M,61
2030,45,F,89
2030,45,M,41
2030,46,F,88
2030,46,M,35
2030,47,F,117
2030,47,M,40
2030,48,F,73
2030,48,M,66
2030,49,F,63
2030,49,M,37
2030,50,F,61
2030,50,M,30
2030,51,F,68
2030,51,M,45
2030,52,F,93
2030,52,M,52
2030,53,F,78
2030,53,M,36
2030,54,F,66
2030,54,M,37
2030,55,F,88
2030,55,M,29
2030,56,F,78
2030,56,M,41
2030,57,F,65
2030,57,M,24
2030,58,F,83
2030,58,M,31
2030,59,F,78
2030,59,M,35
2030,60,F,47
2030,60,M,25
2030,61,F,92
2030,61,M,14
2030,62,F,58
2030,62,M,34
2030,63,F,84
2030,63,M,32
2030,64,F,94
2030,64,M,27
2030,65,F,97
2030,65,M,23
2030,66,F,97
2030,66,M,39
2030,67,F,72
2030,67,M,25
2030,68,F,102
2030,68,M,30
2030,69,F,72
2030,69,M,36
2030,70,F,117
2030,70,M,26
2030,71,F,72
2030,71,M,29
2030,72,F,88
2030,72,M,29
2030,73,F,86
2030,73,M,40
2030,74,F,65
2030,74,M,42
2030,75,F,90
2030,75,M,49
2030,76,F,98
2030,76,M,34
2030,77,F,88
2030,77,M,23
2030,78,F,117
2030,78,M,25
2030,79,F,103
2030,79,M,20
2030,80,F,105
2030,80,M,55
2030,81,F,83
2030,81,M,37
2030,82,F,129
2030,82,M,24
2030,83,F,86
2030,83,M,43
2030,84,F,96
2030,84,M,35
2030,85,F,62
2030,85,M,37
2030,86,F,60
2030,86,M,25
2030,87,F,50
2030,87,M,13
2030,88,F,74
2030,88,M,24
2030,89,F,53
2030,89,M,9
2030,90,F,40
2030,90,M,20
2030,91,F,42
2030,91,M,20
2030,92,F,33
2030,92,M,10
2030,93,F,21
2030,93,M,9
2030,94,F,18
2030,94,M,4
2030,95,F,12
2030,95,M,5
2030,96,F,10
2030,96,M,2
2030,97,F,7
2030,97,M,0
2030,98,F,12
2030,98,M,2
2030,99,F,4
2030,99,M,1
2030,100,F,6
2030,100,M,0
2030,101,F,4
2030,101,M,3
2030,102,F,3
2030,102,M,0
2030,103,F,2
2030,103,M,0
2030,104,F,1
2030,104,M,0
2030,105,F,0
2030,105,M,0
2030,106,F,0
2030,106,M,1
2030,107,F,0
2030,107,M,1
2030,108,F,0
2030,108,M,0
2030,109,F,0
2030,109,M,0
2030,110,F,0
2030,110,M,0
