year,sex,age,fam_history,abx_exposure,n_asthma,n_no_asthma
2017,1,102,0,1,0,2
2017,1,102,0,2,0,2
2017,1,102,0,3,0,2
2017,1,102,1,0,0,0
2017,1,102,1,1,0,1
2017,1,102,1,2,0,0
2017,1,102,1,3,0,0
2017,1,103,0,0,0,2
2017,1,103,0,1,0,2
2017,1,103,0,2,0,1
2017,1,103,0,3,0,0
2017,1,103,1,0,0,0
2017,1,103,1,1,0,1
2017,1,103,1,2,0,0
2017,1,103,1,3,0,0
2017,1,104,0,0,0,2
2017,1,104,0,1,0,0
2017,1,104,0,2,0,0
2017,1,104,0,3,0,1
2017,1,104,1,0,0,0
2017,1,104,1,1,0,0
2017,1,104,1,2,0,0
2017,1,104,1,3,0,0
2017,1,105,0,0,0,0
2017,1,105,0,1,0,1
2017,1,105,0,2,0,0
2017,1,105,0,3,0,0
2017,1,105,1,0,0,0
2017,1,105,1,1,0,0
2017,1,105,1,2,0,0
2017,1,105,1,3,0,0
2017,1,106,0,0,0,1
2017,1,106,0,1,0,2
2017,1,106,0,2,0,0
2017,1,106,0,3,0,0
2017,1,106,1,0,0,0
2017,1,106,1,1,0,0
2017,1,106,1,2,0,0
2017,1,106,1,3,0,0
2017,1,107,0,0,0,0
2017,1,107,0,1,0,1
2017,1,107,0,2,0,0
2017,1,107,0,3,0,0
2017,1,107,1,0,0,0
2017,1,107,1,1,0,0
2017,1,107,1,2,0,0
2017,1,107,1,3,0,0
2017,1,108,0,0,0,0
2017,1,108,0,1,0,0
2017,1,108,0,2,0,0
2017,1,108,0,3,0,0
2017,1,108,1,0,0,0
2017,1,108,1,1,0,0
2017,1,108,1,2,0,0
2017,1,108,1,3,0,0
2017,1,109,0,0,0,0
2017,1,109,0,1,0,0
2017,1,109,0,2,0,0
2017,1,109,0,3,0,0
2017,1,109,1,0,0,0
2017,1,109,1,1,0,0
2017,1,109,1,2,0,0
2017,1,109,1,3,0,0
2017,1,110,0,0,0,0
2017,1,110,0,1,0,0
2017,1,110,0,2,0,0
2017,1,110,0,3,0,0
2017,1,110,1,0,0,0
2017,1,110,1,1,0,0
2017,1,110,1,2,0,0
2017,1,110,1,3,0,0
2017,1,111,0,0,0,0
2017,1,111,0,1,0,0
2017,1,111,0,2,0,0
2017,1,111,0,3,0,0
2017,1,111,1,0,0,0
2017,1,111,1,1,0,0
2017,1,111,1,2,0,0
2017,1,111,1,3,0,0
2018,0,0,0,0,0,3178
2018,0,0,0,1,0,693
2018,0,0,0,2,0,78
2018,0,0,0,3,0,7
2018,0,0,1,0,0,1287
2018,0,0,1,1,0,275
2018,0,0,1,2,0,29
2018,0,0,1,3,0,0
2018,0,1,0,0,0,3124
2018,0,1,0,1,0,699
2018,0,1,0,2,0,105
2018,0,1,0,3,0,11
2018,0,1,1,0,0,1341
2018,0,1,1,1,0,328
2018,0,1,1,2,0,35
2018,0,1,1,3,0,4
2018,0,2,0,0,0,3106
2018,0,2,0,1,0,843
2018,0,2,0,2,0,113
2018,0,2,0,3,0,14
2018,0,2,1,0,0,1367
2018,0,2,1,1,0,325
2018,0,2,1,2,0,35
2018,0,2,1,3,0,3
2018,0,3,0,0,102,3015
2018,0,3,0,1,87,793
2018,0,3,0,2,10,101
2018,0,3,0,3,1,7
2018,0,3,1,0,51,1218
2018,0,3,1,1,40,303
2018,0,3,1,2,4,46
2018,0,3,1,3,0,2
2018,0,4,0,0,46,2961
2018,0,4,0,1,30,830
2018,0,4,0,2,3,120
2018,0,4,0,3,1,11
2018,0,4,1,0,24,1258
2018,0,4,1,1,22,285
2018,0,4,1,2,1,49
2018,0,4,1,3,0,5
2018,0,5,0,0,24,2947
2018,0,5,0,1,14,903
2018,0,5,0,2,2,137
2018,0,5,0,3,0,14
2018,0,5,1,0,34,1172
2018,0,5,1,1,19,337
2018,0,5,1,2,5,51
2018,0,5,1,3,1,6
2018,0,6,0,0,18,2792
2018,0,6,0,1,10,907
2018,0,6,0,2,3,168
2018,0,6,0,3,0,18
2018,0,6,1,0,33,1149
2018,0,6,1,1,11,391
2018,0,6,1,2,2,79
2018,0,6,1,3,1,8
2018,0,7,0,0,15,2755
2018,0,7,0,1,7,992
2018,0,7,0,2,0,207
2018,0,7,0,3,0,35
2018,0,7,1,0,25,1073
2018,0,7,1,1,8,383
2018,0,7,1,2,3,76
2018,0,7,1,3,1,10
2018,0,8,0,0,23,2602
2018,0,8,0,1,8,1062
2018,0,8,0,2,3,236
2018,0,8,0,3,0,29
2018,0,8,1,0,22,1054
2018,0,8,1,1,6,417
2018,0,8,1,2,0,97
2018,0,8,1,3,0,15
2018,0,9,0,0,15,2618
2018,0,9,0,1,4,1084
2018,0,9,0,2,1,239
2018,0,9,0,3,1,33
2018,0,9,1,0,10,1006
2018,0,9,1,1,5,421
2018,0,9,1,2,0,106
2018,0,9,1,3,0,16
2018,0,10,0,0,13,2479
2018,0,10,0,1,13,1165
2018,0,10,0,2,1,311
2018,0,10,0,3,1,38
2018,0,10,1,0,4,937
2018,0,10,1,1,8,408
2018,0,10,1,2,0,116
2018,0,10,1,3,0,16
2018,0,11,0,0,10,2255
2018,0,11,0,1,4,1189
2018,0,11,0,2,1,329
2018,0,11,0,3,1,61
2018,0,11,1,0,7,836
2018,0,11,1,1,5,494
2018,0,11,1,2,1,118
2018,0,11,1,3,0,23
2018,0,12,0,0,15,2143
2018,0,12,0,1,8,1186
2018,0,12,0,2,1,342
2018,0,12,0,3,1,66
2018,0,12,1,0,11,780
2018,0,12,1,1,8,413
2018,0,12,1,2,2,125
2018,0,12,1,3,0,26
2018,0,13,0,0,11,2056
2018,0,13,0,1,5,1231
2018,0,13,0,2,2,348
2018,0,13,0,3,0,75
2018,0,13,1,0,7,736
2018,0,13,1,1,2,461
2018,0,13,1,2,0,128
2018,0,13,1,3,0,27
2018,0,14,0,0,2,1951
2018,0,14,0,1,4,1226
2018,0,14,0,2,1,420
2018,0,14,0,3,0,88
2018,0,14,1,0,8,775
2018,0,14,1,1,6,433
2018,0,14,1,2,1,146
2018,0,14,1,3,1,30
2018,0,15,0,0,8,1938
2018,0,15,0,1,5,1296
2018,0,15,0,2,2,457
2018,0,15,0,3,0,83
2018,0,15,1,0,2,683
2018,0,15,1,1,5,443
2018,0,15,1,2,0,150
2018,0,15,1,3,0,32
2018,0,16,0,0,5,1852
2018,0,16,0,1,8,1310
2018,0,16,0,2,1,505
2018,0,16,0,3,1,105
2018,0,16,1,0,5,689
2018,0,16,1,1,3,507
2018,0,16,1,2,3,162
2018,0,16,1,3,0,52
2018,0,17,0,0,7,1877
2018,0,17,0,1,3,1276
2018,0,17,0,2,3,539
2018,0,17,0,3,0,157
2018,0,17,1,0,6,664
2018,0,17,1,1,4,501
2018,0,17,1,2,2,186
2018,0,17,1,3,0,30
2018,0,18,0,0,4,1855
2018,0,18,0,1,4,1468
2018,0,18,0,2,2,577
2018,0,18,0,3,1,151
2018,0,18,1,0,7,653
2018,0,18,1,1,2,560
2018,0,18,1,2,3,220
2018,0,18,1,3,1,54
2018,0,19,0,0,4,1910
2018,0,19,0,1,1,1495
2018,0,19,0,2,0,671
2018,0,19,0,3,1,147
2018,0,19,1,0,8,688
2018,0,19,1,1,6,573
2018,0,19,1,2,3,219
2018,0,19,1,3,0,56
2018,0,20,0,0,8,2008
2018,0,20,0,1,4,1536
2018,0,20,0,2,6,631
2018,0,20,0,3,0,155
2018,0,20,1,0,10,738
2018,0,20,1,1,4,542
2018,0,20,1,2,1,229
2018,0,20,1,3,0,60
2018,0,21,0,0,6,1912
2018,0,21,0,1,7,1543
2018,0,21,0,2,2,646
2018,0,21,0,3,0,174
2018,0,21,1,0,3,752
2018,0,21,1,1,2,577
2018,0,21,1,2,2,232
2018,0,21,1,3,1,66
2018,0,22,0,0,10,1965
2018,0,22,0,1,5,1598
2018,0,22,0,2,4,696
2018,0,22,0,3,1,188
2018,0,22,1,0,2,731
2018,0,22,1,1,3,557
2018,0,22,1,2,1,257
2018,0,22,1,3,0,64
2018,0,23,0,0,7,2111
2018,0,23,0,1,3,1631
2018,0,23,0,2,3,683
2018,0,23,0,3,0,165
2018,0,23,1,0,6,773
2018,0,23,1,1,4,622
2018,0,23,1,2,2,239
2018,0,23,1,3,0,74
2018,0,24,0,0,4,2023
2018,0,24,0,1,1,1720
2018,0,24,0,2,2,646
2018,0,24,0,3,1,191
2018,0,24,1,0,8,729
2018,0,24,1,1,7,608
2018,0,24,1,2,1,280
2018,0,24,1,3,1,65
2018,0,25,0,0,8,2096
2018,0,25,0,1,8,1670
2018,0,25,0,2,1,682
2018,0,25,0,3,0,182
2018,0,25,1,0,8,763
2018,0,25,1,1,5,591
2018,0,25,1,2,7,266
2018,0,25,1,3,0,65
2018,0,26,0,0,8,2074
2018,0,26,0,1,6,1686
2018,0,26,0,2,1,724
2018,0,26,0,3,0,202
2018,0,26,1,0,2,774
2018,0,26,1,1,7,651
2018,0,26,1,2,2,275
2018,0,26,1,3,1,69
2018,0,27,0,0,3,2157
2018,0,27,0,1,12,1796
2018,0,27,0,2,1,736
2018,0,27,0,3,1,201
2018,0,27,1,0,8,757
2018,0,27,1,1,2,679
2018,0,27,1,2,2,244
2018,0,27,1,3,0,70
2018,0,28,0,0,10,2180
2018,0,28,0,1,12,1788
2018,0,28,0,2,2,692
2018,0,28,0,3,0,225
2018,0,28,1,0,7,776
2018,0,28,1,1,5,624
2018,0,28,1,2,0,267
2018,0,28,1,3,1,77
2018,0,29,0,0,7,2130
2018,0,29,0,1,10,1721
2018,0,29,0,2,4,692
2018,0,29,0,3,2,203
2018,0,29,1,0,9,750
2018,0,29,1,1,7,630
2018,0,29,1,2,2,229
2018,0,29,1,3,3,67
2018,0,30,0,0,9,2200
2018,0,30,0,1,10,1751
2018,0,30,0,2,2,750
2018,0,30,0,3,1,196
2018,0,30,1,0,8,758
2018,0,30,1,1,9,636
2018,0,30,1,2,2,238
2018,0,30,1,3,0,59
2018,0,31,0,0,13,2093
2018,0,31,0,1,6,1691
2018,0,31,0,2,5,725
2018,0,31,0,3,1,204
2018,0,31,1,0,9,733
2018,0,31,1,1,5,609
2018,0,31,1,2,1,249
2018,0,31,1,3,0,83
2018,0,32,0,0,8,2121
2018,0,32,0,1,6,1748
2018,0,32,0,2,3,768
2018,0,32,0,3,0,201
2018,0,32,1,0,10,819
2018,0,32,1,1,7,636
2018,0,32,1,2,3,240
2018,0,32,1,3,0,71
2018,0,33,0,0,11,2193
2018,0,33,0,1,5,1718
2018,0,33,0,2,3,682
2018,0,33,0,3,1,205
2018,0,33,1,0,10,734
2018,0,33,1,1,3,647
2018,0,33,1,2,1,282
2018,0,33,1,3,0,73
2018,0,34,0,0,10,2198
2018,0,34,0,1,3,1693
2018,0,34,0,2,3,718
2018,0,34,0,3,0,178
2018,0,34,1,0,8,761
2018,0,34,1,1,5,652
2018,0,34,1,2,2,244
2018,0,34,1,3,0,68
2018,0,35,0,0,8,2168
2018,0,35,0,1,13,1753
2018,0,35,0,2,1,692
2018,0,35,0,3,1,196
2018,0,35,1,0,9,795
2018,0,35,1,1,4,625
2018,0,35,1,2,0,263
2018,0,35,1,3,1,71
2018,0,36,0,0,8,2128
2018,0,36,0,1,8,1751
2018,0,36,0,2,4,712
2018,0,36,0,3,0,189
2018,0,36,1,0,12,757
2018,0,36,1,1,8,629
2018,0,36,1,2,5,234
2018,0,36,1,3,0,74
2018,0,37,0,0,7,2152
2018,0,37,0,1,6,1719
2018,0,37,0,2,2,763
2018,0,37,0,3,1,189
2018,0,37,1,0,5,770
2018,0,37,1,1,7,616
2018,0,37,1,2,3,268
2018,0,37,1,3,0,79
2018,0,38,0,0,7,2179
2018,0,38,0,1,6,1657
2018,0,38,0,2,2,712
2018,0,38,0,3,1,197
2018,0,38,1,0,11,776
2018,0,38,1,1,6,610
2018,0,38,1,2,2,260
2018,0,38,1,3,0,56
2018,0,39,0,0,7,2073
2018,0,39,0,1,7,1717
2018,0,39,0,2,3,727
2018,0,39,0,3,3,192
2018,0,39,1,0,7,756
2018,0,39,1,1,10,617
2018,0,39,1,2,2,247
2018,0,39,1,3,1,62
2018,0,40,0,0,6,2076
2018,0,40,0,1,2,1739
2018,0,40,0,2,3,644
2018,0,40,0,3,0,158
2018,0,40,1,0,7,759
2018,0,40,1,1,3,586
2018,0,40,1,2,1,229
2018,0,40,1,3,0,59
2018,0,41,0,0,10,2002
2018,0,41,0,1,7,1698
2018,0,41,0,2,4,639
2018,0,41,0,3,0,158
2018,0,41,1,0,10,709
2018,0,41,1,1,5,566
2018,0,41,1,2,2,232
2018,0,41,1,3,0,63
2018,0,42,0,0,6,2024
2018,0,42,0,1,7,1702
2018,0,42,0,2,0,691
2018,0,42,0,3,4,191
2018,0,42,1,0,6,767
2018,0,42,1,1,5,565
2018,0,42,1,2,1,223
2018,0,42,1,3,1,72
2018,0,43,0,0,14,2011
2018,0,43,0,1,5,1628
2018,0,43,0,2,0,726
2018,0,43,0,3,0,211
2018,0,43,1,0,7,726
2018,0,43,1,1,5,587
2018,0,43,1,2,2,219
2018,0,43,1,3,0,65
2018,0,44,0,0,12,1911
2018,0,44,0,1,8,1632
2018,0,44,0,2,2,668
2018,0,44,0,3,0,180
2018,0,44,1,0,3,728
2018,0,44,1,1,4,554
2018,0,44,1,2,2,253
2018,0,44,1,3,0,59
2018,0,45,0,0,13,1953
2018,0,45,0,1,2,1593
2018,0,45,0,2,2,689
2018,0,45,0,3,3,163
2018,0,45,1,0,8,685
2018,0,45,1,1,4,566
2018,0,45,1,2,2,245
2018,0,45,1,3,0,70
2018,0,46,0,0,7,2015
2018,0,46,0,1,5,1716
2018,0,46,0,2,3,692
2018,0,46,0,3,1,194
2018,0,46,1,0,5,689
2018,0,46,1,1,5,592
2018,0,46,1,2,2,223
2018,0,46,1,3,1,47
2018,0,47,0,0,4,2041
2018,0,47,0,1,3,1753
2018,0,47,0,2,5,725
2018,0,47,0,3,0,183
2018,0,47,1,0,8,765
2018,0,47,1,1,6,602
2018,0,47,1,2,2,279
2018,0,47,1,3,0,70
2018,0,48,0,0,2,2078
2018,0,48,0,1,5,1743
2018,0,48,0,2,3,702
2018,0,48,0,3,0,214
2018,0,48,1,0,7,736
2018,0,48,1,1,5,609
2018,0,48,1,2,2,252
2018,0,48,1,3,1,61
2018,0,49,0,0,7,2136
2018,0,49,0,1,4,1700
2018,0,49,0,2,1,651
2018,0,49,0,3,1,206
2018,0,49,1,0,5,753
2018,0,49,1,1,4,601
2018,0,49,1,2,4,252
2018,0,49,1,3,1,63
2018,0,50,0,0,8,2031
2018,0,50,0,1,7,1683
2018,0,50,0,2,0,691
2018,0,50,0,3,2,177
2018,0,50,1,0,8,767
2018,0,50,1,1,4,596
2018,0,50,1,2,3,242
2018,0,50,1,3,1,86
2018,0,51,0,0,8,2045
2018,0,51,0,1,8,1680
2018,0,51,0,2,3,694
2018,0,51,0,3,0,168
2018,0,51,1,0,7,699
2018,0,51,1,1,5,621
2018,0,51,1,2,1,268
2018,0,51,1,3,0,76
2018,0,52,0,0,6,2129
2018,0,52,0,1,9,1801
2018,0,52,0,2,3,717
2018,0,52,0,3,1,207
2018,0,52,1,0,2,783
2018,0,52,1,1,8,630
2018,0,52,1,2,1,277
2018,0,52,1,3,0,58
2018,0,53,0,0,5,2269
2018,0,53,0,1,10,1950
2018,0,53,0,2,3,798
2018,0,53,0,3,0,229
2018,0,53,1,0,3,826
2018,0,53,1,1,6,693
2018,0,53,1,2,2,272
2018,0,53,1,3,0,91
2018,0,54,0,0,14,2401
2018,0,54,0,1,7,1927
2018,0,54,0,2,6,757
2018,0,54,0,3,0,241
2018,0,54,1,0,5,843
2018,0,54,1,1,4,700
2018,0,54,1,2,5,284
2018,0,54,1,3,2,80
2018,0,55,0,0,10,2403
2018,0,55,0,1,11,1920
2018,0,55,0,2,4,828
2018,0,55,0,3,2,235
2018,0,55,1,0,4,861
2018,0,55,1,1,6,674
2018,0,55,1,2,2,300
2018,0,55,1,3,1,79
2018,0,56,0,0,10,2421
2018,0,56,0,1,8,1873
2018,0,56,0,2,7,761
2018,0,56,0,3,0,195
2018,0,56,1,0,6,833
2018,0,56,1,1,5,701
2018,0,56,1,2,4,297
2018,0,56,1,3,0,86
2018,0,57,0,0,16,2377
2018,0,57,0,1,8,1910
2018,0,57,0,2,2,813
2018,0,57,0,3,0,217
2018,0,57,1,0,2,872
2018,0,57,1,1,2,673
2018,0,57,1,2,0,270
2018,0,57,1,3,0,74
2018,0,58,0,0,9,2297
2018,0,58,0,1,7,1942
2018,0,58,0,2,2,769
2018,0,58,0,3,1,224
2018,0,58,1,0,9,799
2018,0,58,1,1,7,647
2018,0,58,1,2,5,250
2018,0,58,1,3,1,76
2018,0,59,0,0,7,2259
2018,0,59,0,1,11,1894
2018,0,59,0,2,4,746
2018,0,59,0,3,0,189
2018,0,59,1,0,8,795
2018,0,59,1,1,13,678
2018,0,59,1,2,1,261
2018,0,59,1,3,0,62
2018,0,60,0,0,13,2277
2018,0,60,0,1,4,1783
2018,0,60,0,2,6,738
2018,0,60,0,3,0,188
2018,0,60,1,0,8,793
2018,0,60,1,1,7,664
2018,0,60,1,2,2,291
2018,0,60,1,3,0,91
2018,0,61,0,0,7,2147
2018,0,61,0,1,7,1860
2018,0,61,0,2,1,715
2018,0,61,0,3,1,195
2018,0,61,1,0,6,764
2018,0,61,1,1,6,684
2018,0,61,1,2,3,237
2018,0,61,1,3,2,77
2018,0,62,0,0,6,2144
2018,0,62,0,1,16,1667
2018,0,62,0,2,4,734
2018,0,62,0,3,3,186
2018,0,62,1,0,4,732
2018,0,62,1,1,6,622
2018,0,62,1,2,3,299
2018,0,62,1,3,1,81
2018,0,63,0,0,10,2064
2018,0,63,0,1,7,1766
2018,0,63,0,2,3,657
2018,0,63,0,3,1,168
2018,0,63,1,0,10,763
2018,0,63,1,1,7,599
2018,0,63,1,2,3,261
2018,0,63,1,3,0,63
2018,0,64,0,0,10,2034
2018,0,64,0,1,6,1575
2018,0,64,0,2,1,685
2018,0,64,0,3,2,195
2018,0,64,1,0,5,702
2018,0,64,1,1,3,575
2018,0,64,1,2,5,270
2018,0,64,1,3,0,58
2018,0,65,0,0,5,1925
2018,0,65,0,1,5,1604
2018,0,65,0,2,5,619
2018,0,65,0,3,0,185
2018,0,65,1,0,10,705
2018,0,65,1,1,6,545
2018,0,65,1,2,1,208
2018,0,65,1,3,0,55
2018,0,66,0,0,9,1880
2018,0,66,0,1,6,1417
2018,0,66,0,2,4,609
2018,0,66,0,3,0,177
2018,0,66,1,0,7,611
2018,0,66,1,1,10,550
2018,0,66,1,2,2,220
2018,0,66,1,3,1,60
2018,0,67,0,0,5,1827
2018,0,67,0,1,4,1485
2018,0,67,0,2,2,629
2018,0,67,0,3,0,159
2018,0,67,1,0,9,676
2018,0,67,1,1,3,483
2018,0,67,1,2,0,215
2018,0,67,1,3,0,62
2018,0,68,0,0,11,1730
2018,0,68,0,1,4,1430
2018,0,68,0,2,3,577
2018,0,68,0,3,3,162
2018,0,68,1,0,7,640
2018,0,68,1,1,2,497
2018,0,68,1,2,3,244
2018,0,68,1,3,0,68
2018,0,69,0,0,11,1753
2018,0,69,0,1,3,1353
2018,0,69,0,2,2,585
2018,0,69,0,3,1,154
2018,0,69,1,0,4,604
2018,0,69,1,1,5,500
2018,0,69,1,2,4,208
2018,0,69,1,3,1,69
2018,0,70,0,0,12,1609
2018,0,70,0,1,6,1482
2018,0,70,0,2,1,578
2018,0,70,0,3,2,142
2018,0,70,1,0,5,569
2018,0,70,1,1,7,503
2018,0,70,1,2,1,192
2018,0,70,1,3,0,41
2018,0,71,0,0,10,1658
2018,0,71,0,1,8,1337
2018,0,71,0,2,4,564
2018,0,71,0,3,0,148
2018,0,71,1,0,6,584
2018,0,71,1,1,4,457
2018,0,71,1,2,2,168
2018,0,71,1,3,1,50
2018,0,72,0,0,6,1406
2018,0,72,0,1,4,1147
2018,0,72,0,2,0,444
2018,0,72,0,3,1,126
2018,0,72,1,0,7,532
2018,0,72,1,1,4,449
2018,0,72,1,2,0,173
2018,0,72,1,3,0,46
2018,0,73,0,0,4,1267
2018,0,73,0,1,4,1044
2018,0,73,0,2,3,386
2018,0,73,0,3,0,120
2018,0,73,1,0,5,469
2018,0,73,1,1,4,385
2018,0,73,1,2,3,170
2018,0,73,1,3,0,50
2018,0,74,0,0,3,1223
2018,0,74,0,1,3,974
2018,0,74,0,2,3,425
2018,0,74,0,3,0,117
2018,0,74,1,0,5,439
2018,0,74,1,1,3,365
2018,0,74,1,2,2,152
2018,0,74,1,3,0,39
2018,0,75,0,0,2,1174
2018,0,75,0,1,2,950
2018,0,75,0,2,1,406
2018,0,75,0,3,0,110
2018,0,75,1,0,3,410
2018,0,75,1,1,2,323
2018,0,75,1,2,3,127
2018,0,75,1,3,0,43
2018,0,76,0,0,7,1093
2018,0,76,0,1,2,892
2018,0,76,0,2,1,351
2018,0,76,0,3,0,101
2018,0,76,1,0,4,372
2018,0,76,1,1,2,276
2018,0,76,1,2,0,145
2018,0,76,1,3,0,29
2018,0,77,0,0,3,1018
2018,0,77,0,1,4,869
2018,0,77,0,2,2,355
2018,0,77,0,3,1,104
2018,0,77,1,0,1,343
2018,0,77,1,1,1,307
2018,0,77,1,2,3,121
2018,0,77,1,3,0,34
2018,0,78,0,0,4,961
2018,0,78,0,1,3,753
2018,0,78,0,2,0,314
2018,0,78,0,3,0,89
2018,0,78,1,0,2,323
2018,0,78,1,1,2,271
2018,0,78,1,2,0,114
2018,0,78,1,3,0,37
2018,0,79,0,0,1,907
2018,0,79,0,1,6,766
2018,0,79,0,2,1,294
2018,0,79,0,3,1,77
2018,0,79,1,0,0,312
2018,0,79,1,1,3,257
2018,0,79,1,2,1,108
2018,0,79,1,3,0,36
2018,0,80,0,0,2,817
2018,0,80,0,1,5,708
2018,0,80,0,2,1,290
2018,0,80,0,3,1,68
2018,0,80,1,0,5,302
2018,0,80,1,1,3,228
2018,0,80,1,2,2,97
2018,0,80,1,3,1,24
2018,0,81,0,0,3,741
2018,0,81,0,1,0,633
2018,0,81,0,2,1,239
2018,0,81,0,3,0,61
2018,0,81,1,0,2,287
2018,0,81,1,1,4,232
2018,0,81,1,2,1,102
2018,0,81,1,3,1,22
2018,0,82,0,0,5,729
2018,0,82,0,1,3,607
2018,0,82,0,2,1,227
2018,0,82,0,3,0,71
2018,0,82,1,0,4,258
2018,0,82,1,1,2,233
2018,0,82,1,2,1,85
2018,0,82,1,3,1,22
2018,0,83,0,0,2,686
2018,0,83,0,1,4,569
2018,0,83,0,2,0,278
2018,0,83,0,3,0,58
2018,0,83,1,0,3,254
2018,0,83,1,1,2,210
2018,0,83,1,2,0,85
2018,0,83,1,3,0,24
2018,0,84,0,0,0,610
2018,0,84,0,1,3,534
2018,0,84,0,2,1,223
2018,0,84,0,3,0,60
2018,0,84,1,0,3,236
2018,0,84,1,1,2,186
2018,0,84,1,2,2,79
2018,0,84,1,3,0,16
2018,0,85,0,0,2,666
2018,0,85,0,1,2,495
2018,0,85,0,2,3,212
2018,0,85,0,3,0,51
2018,0,85,1,0,3,198
2018,0,85,1,1,1,182
2018,0,85,1,2,1,76
2018,0,85,1,3,0,12
2018,0,86,0,0,1,577
2018,0,86,0,1,1,472
2018,0,86,0,2,1,179
2018,0,86,0,3,0,39
2018,0,86,1,0,5,220
2018,0,86,1,1,2,180
2018,0,86,1,2,3,57
2018,0,86,1,3,0,19
2018,0,87,0,0,1,499
2018,0,87,0,1,5,447
2018,0,87,0,2,0,185
2018,0,87,0,3,0,45
2018,0,87,1,0,0,191
2018,0,87,1,1,1,163
2018,0,87,1,2,0,69
2018,0,87,1,3,1,16
2018,0,88,0,0,1,480
2018,0,88,0,1,2,389
2018,0,88,0,2,0,130
2018,0,88,0,3,0,40
2018,0,88,1,0,1,188
2018,0,88,1,1,0,127
2018,0,88,1,2,1,42
2018,0,88,1,3,0,11
2018,0,89,0,0,1,398
2018,0,89,0,1,2,329
2018,0,89,0,2,1,139
2018,0,89,0,3,0,40
2018,0,89,1,0,0,167
2018,0,89,1,1,1,149
2018,0,89,1,2,1,42
2018,0,89,1,3,0,10
2018,0,90,0,0,1,369
2018,0,90,0,1,2,310
2018,0,90,0,2,1,127
2018,0,90,0,3,1,30
2018,0,90,1,0,1,122
2018,0,90,1,1,3,116
2018,0,90,1,2,1,41
2018,0,90,1,3,0,10
2018,0,91,0,0,2,329
2018,0,91,0,1,2,259
2018,0,91,0,2,0,104
2018,0,91,0,3,0,32
2018,0,91,1,0,1,119
2018,0,91,1,1,0,91
2018,0,91,1,2,0,36
2018,0,91,1,3,0,12
2018,0,92,0,0,1,238
2018,0,92,0,1,2,213
2018,0,92,0,2,0,88
2018,0,92,0,3,0,13
2018,0,92,1,0,0,99
2018,0,92,1,1,1,84
2018,0,92,1,2,1,34
2018,0,92,1,3,0,13
2018,0,93,0,0,0,243
2018,0,93,0,1,1,194
2018,0,93,0,2,0,76
2018,0,93,0,3,0,19
2018,0,93,1,0,2,87
2018,0,93,1,1,1,79
2018,0,93,1,2,0,28
2018,0,93,1,3,0,7
2018,0,94,0,0,1,169
2018,0,94,0,1,0,138
2018,0,94,0,2,1,71
2018,0,94,0,3,1,25
2018,0,94,1,0,0,60
2018,0,94,1,1,0,50
2018,0,94,1,2,0,18
2018,0,94,1,3,0,7
2018,0,95,0,0,0,155
2018,0,95,0,1,0,133
2018,0,95,0,2,0,43
2018,0,95,0,3,0,18
2018,0,95,1,0,0,53
2018,0,95,1,1,0,41
2018,0,95,1,2,0,11
2018,0,95,1,3,1,3
2018,0,96,0,0,0,103
2018,0,96,0,1,0,90
2018,0,96,0,2,0,34
2018,0,96,0,3,0,13
2018,0,96,1,0,0,44
2018,0,96,1,1,0,30
2018,0,96,1,2,0,15
2018,0,96,1,3,0,2
2018,0,97,0,0,1,80
2018,0,97,0,1,1,72
2018,0,97,0,2,0,23
2018,0,97,0,3,0,4
2018,0,97,1,0,0,26
2018,0,97,1,1,0,22
2018,0,97,1,2,0,11
2018,0,97,1,3,0,7
2018,0,98,0,0,0,53
2018,0,98,0,1,0,42
2018,0,98,0,2,0,22
2018,0,98,0,3,0,3
2018,0,98,1,0,0,17
2018,0,98,1,1,0,18
2018,0,98,1,2,0,9
2018,0,98,1,3,0,1
2018,0,99,0,0,0,32
2018,0,99,0,1,0,43
2018,0,99,0,2,0,9
2018,0,99,0,3,0,2
2018,0,99,1,0,0,21
2018,0,99,1,1,0,4
2018,0,99,1,2,0,7
2018,0,99,1,3,0,3
2018,0,100,0,0,0,60
2018,0,100,0,1,0,64
2018,0,100,0,2,0,16
2018,0,100,0,3,0,8
2018,0,100,1,0,0,22
2018,0,100,1,1,1,20
2018,0,100,1,2,0,12
2018,0,100,1,3,0,0
2018,0,101,0,0,0,32
2018,0,101,0,1,0,30
2018,0,101,0,2,1,14
2018,0,101,0,3,0,2
2018,0,101,1,0,0,8
2018,0,101,1,1,0,17
2018,0,101,1,2,0,13
2018,0,101,1,3,0,3
2018,0,102,0,0,0,28
2018,0,102,0,1,0,36
2018,0,102,0,2,0,10
2018,0,102,0,3,0,2
2018,0,102,1,0,0,12
2018,0,102,1,1,0,4
2018,0,102,1,2,0,3
2018,0,102,1,3,0,1
2018,0,103,0,0,0,18
2018,0,103,0,1,0,12
2018,0,103,0,2,0,10
2018,0,103,0,3,0,0
2018,0,103,1,0,1,9
2018,0,103,1,1,0,7
2018,0,103,1,2,0,1
2018,0,103,1,3,0,1
2018,0,104,0,0,0,12
2018,0,104,0,1,0,12
2018,0,104,0,2,0,4
2018,0,104,0,3,0,0
2018,0,104,1,0,0,4
2018,0,104,1,1,0,4
2018,0,104,1,2,0,2
2018,0,104,1,3,0,0
2018,0,105,0,0,0,9
