timepoint,province,sex,age,prob_death,se
2039-01-01 00:00:00,CA,F,46,0.0011452282463731602,0.00011607043037565812
2039-01-01 00:00:00,CA,F,47,0.0012303772212153418,0.00012381154427324194
2039-01-01 00:00:00,CA,F,48,0.001323271851990282,0.0001315533420107298
2039-01-01 00:00:00,CA,F,49,0.001431655305001323,0.0001315575145136351
2039-01-01 00:00:00,CA,F,50,0.0015477880628963067,0.0001393009256606676
2039-01-01 00:00:00,CA,F,51,0.001671671705114382,0.0001393059754261985
2039-01-01 00:00:00,CA,F,52,0.0018110515390507972,0.0001470511933417314
2039-01-01 00:00:00,CA,F,53,0.0019581870314485336,0.00015479739379039792
2039-01-01 00:00:00,CA,F,54,0.0021285702716850093,0.00016254536620140072
2039-01-01 00:00:00,CA,F,55,0.002314462272864191,0.00017029488295321806
2039-01-01 00:00:00,CA,F,56,0.0025158680931783883,0.0001703049170766909
2039-01-01 00:00:00,CA,F,57,0.0027405410488212808,0.00017031611037872366
2039-01-01 00:00:00,CA,F,58,0.002988490310911953,0.00017807066619423555
2039-01-01 00:00:00,CA,F,59,0.003267476226385245,0.0001858280318323362
2039-01-01 00:00:00,CA,F,60,0.0035697623540537527,0.00019358798015475882
2039-01-01 00:00:00,CA,F,61,0.003903114147867939,0.000201351126675727
2039-01-01 00:00:00,CA,F,62,0.0042830593859690385,0.00021686376637817913
2039-01-01 00:00:00,CA,F,63,0.0046941156184386445,0.00023238196130884376
2039-01-01 00:00:00,CA,F,64,0.0051595815568426795,0.00024016070309628085
2039-01-01 00:00:00,CA,F,65,0.005671740426842724,0.00025569321596422115
2039-01-01 00:00:00,CA,F,66,0.006246161548887808,0.00027123530299140604
2039-01-01 00:00:00,CA,F,67,0.00688290756980044,0.00028678781540835167
2039-01-01 00:00:00,CA,F,68,0.007597587667874025,0.000310105619096899
2039-01-01 00:00:00,CA,F,69,0.00839807284585998,0.00033344148880145815
2039-01-01 00:00:00,CA,F,70,0.00928448329246731,0.00036455364640431375
2039-01-01 00:00:00,CA,F,71,0.010288080318997146,0.00038793666361226043
2039-01-01 00:00:00,CA,F,72,0.011409069582778113,0.0004113474067260136
2039-01-01 00:00:00,CA,F,73,0.01266326673017932,0.00044255438603324406
2039-01-01 00:00:00,CA,F,74,0.014082160610696394,0.0004660395127643594
2039-01-01 00:00:00,CA,F,75,0.015673965726286106,0.0004973395173437337
2039-01-01 00:00:00,CA,F,76,0.01746260609164533,0.0005753485533311461
2039-01-01 00:00:00,CA,F,77,0.019487814498314222,0.0006301448999454898
2039-01-01 00:00:00,CA,F,78,0.021766093831880086,0.0006850558859819197
2039-01-01 00:00:00,CA,F,79,0.02434552268980854,0.0007478944570309185
2039-01-01 00:00:00,CA,F,80,0.02726674742387272,0.0008265013517101825
2039-01-01 00:00:00,CA,F,81,0.030578747215452725,0.0009053432049495957
2039-01-01 00:00:00,CA,F,82,0.034339005871446025,0.0010000893632639571
2039-01-01 00:00:00,CA,F,83,0.038605817164419604,0.0010952004869338894
2039-01-01 00:00:00,CA,F,84,0.0434701795023962,0.0012064169478048323
2039-01-01 00:00:00,CA,F,85,0.049008731158371524,0.0013417375965548398
2039-01-01 00:00:00,CA,F,86,0.05533173152333242,0.0014699579194293456
2039-01-01 00:00:00,CA,F,87,0.06255997879890246,0.0016384381251790116
2039-01-01 00:00:00,CA,F,88,0.07083360333251645,0.001831835466853619
2039-01-01 00:00:00,CA,F,89,0.08032129272761275,0.0020189186442130364
2039-01-01 00:00:00,CA,F,90,0.09123011882228771,0.0022555370197205288
2039-01-01 00:00:00,CA,F,91,0.10346308822776784,0.002518435979045959
2039-01-01 00:00:00,CA,F,92,0.11679076640083806,0.0029039693269062414
2039-01-01 00:00:00,CA,F,93,0.13122042957248295,0.0033736888112416035
2039-01-01 00:00:00,CA,F,94,0.1467610809183963,0.003848333549451654
2039-01-01 00:00:00,CA,F,95,0.16355935709027328,0.004506839257715925
2039-01-01 00:00:00,CA,F,96,0.1810570787554463,0.005270106620243555
2039-01-01 00:00:00,CA,F,97,0.19958442280568806,0.006189679765397718
2039-01-01 00:00:00,CA,F,98,0.21903925219638265,0.0072519196236382226
2039-01-01 00:00:00,CA,F,99,0.2392713538368545,0.008931185899261977
2039-01-01 00:00:00,CA,F,100,0.2601240713456954,0.010588767881199583
2039-01-01 00:00:00,CA,F,101,0.2813973252278272,0.013396284339448465
2039-01-01 00:00:00,CA,F,102,0.3028998964815647,0.018198584194190983
2039-01-01 00:00:00,CA,F,103,0.3244128879538079,0.023987292725651654
2039-01-01 00:00:00,CA,F,104,0.34571653361726895,0.030734144469412503
2039-01-01 00:00:00,CA,F,105,0.3666001892911624,0.03777440675656034
2039-01-01 00:00:00,CA,F,106,0.3868923678206755,0.050377731692544614
2039-01-01 00:00:00,CA,F,107,0.4064055712329368,0.09410549860377597
2039-01-01 00:00:00,CA,F,108,0.4250048116293897,0.11913494678770747
2039-01-01 00:00:00,CA,F,109,0.44258145406899113,0.15589785800163747
2039-01-01 00:00:00,CA,F,110,0.9999999998707247,0.0
2039-01-01 00:00:00,CA,M,0,0.003529462745111473,0.0002347925860481881
2039-01-01 00:00:00,CA,M,1,0.00020427818668329476,5.296101136233567e-05
2039-01-01 00:00:00,CA,M,2,0.00015888071303175291,4.539448943764369e-05
2039-01-01 00:00:00,CA,M,3,0.00012861646747082782,4.539404734264512e-05
2039-01-01 00:00:00,CA,M,4,0.00010591867014644337,3.782809648087263e-05
2039-01-01 00:00:00,CA,M,5,9.07869894720122e-05,3.782791228000508e-05
2039-01-01 00:00:00,CA,M,6,8.322120439653683e-05,3.0262256144195212e-05
2039-01-01 00:00:00,CA,M,7,7.565545616186282e-05,3.026218246474513e-05
2039-01-01 00:00:00,CA,M,8,6.808974476772112e-05,3.0262108785653834e-05
2039-01-01 00:00:00,CA,M,9,6.808974476772112e-05,3.0262108785653834e-05
2039-01-01 00:00:00,CA,M,10,6.808974476772112e-05,3.0262108785653834e-05
2039-01-01 00:00:00,CA,M,11,7.565545616186282e-05,3.026218246474513e-05
2039-01-01 00:00:00,CA,M,12,9.07869894720122e-05,3.782791228000508e-05
2039-01-01 00:00:00,CA,M,13,0.0001134845657459374,3.782818858197914e-05
2039-01-01 00:00:00,CA,M,14,0.00015131459637695582,4.539437891308674e-05
2039-01-01 00:00:00,CA,M,15,0.00020427818668329476,5.296101136233567e-05
2039-01-01 00:00:00,CA,M,16,0.00028751033343724655,6.0528491249946646e-05
2039-01-01 00:00:00,CA,M,17,0.0003556126789095192,6.809604489756751e-05
2039-01-01 00:00:00,CA,M,18,0.00041615060293433376,7.566374598806068e-05
2039-01-01 00:00:00,CA,M,19,0.00046155559375644835,7.566485143548334e-05
2039-01-01 00:00:00,CA,M,20,0.0005069619113318912,7.566595691520765e-05
2039-01-01 00:00:00,CA,M,21,0.0005448015228455076,7.566687817298717e-05
2039-01-01 00:00:00,CA,M,22,0.0005902102729530916,8.323478208312832e-05
2039-01-01 00:00:00,CA,M,23,0.0006356203499787807,8.3235998211507e-05
2039-01-01 00:00:00,CA,M,24,0.0006734630944934797,8.32370116789694e-05
2039-01-01 00:00:00,CA,M,25,0.0007188756043534253,8.323822787250188e-05
2039-01-01 00:00:00,CA,M,26,0.0007567203763114663,9.080644515737595e-05
2039-01-01 00:00:00,CA,M,27,0.0008021353192011815,9.080777198503942e-05
2039-01-01 00:00:00,CA,M,28,0.0008475515892804575,9.08090988514776e-05
2039-01-01 00:00:00,CA,M,29,0.0009005389152040358,9.837820082060893e-05
2039-01-01 00:00:00,CA,M,30,0.0009535280477516517,9.837987794263072e-05
2039-01-01 00:00:00,CA,M,31,0.0010065189870157025,9.838155512183558e-05
2039-01-01 00:00:00,CA,M,32,0.0010595117330885933,0.00010595117330885932
2039-01-01 00:00:00,CA,M,33,0.001104935525007747,0.00010595272157608532
2039-01-01 00:00:00,CA,M,34,0.0011503606445043846,0.00011352243202345899
2039-01-01 00:00:00,CA,M,35,0.0011882159249152605,0.00011352381448234972
2039-01-01 00:00:00,CA,M,36,0.0012260721273290459,0.00011352519697491166
2039-01-01 00:00:00,CA,M,37,0.001263929251779425,0.00011352657950114595
2039-01-01 00:00:00,CA,M,38,0.001316930775095573,0.00012109708276740902
2039-01-01 00:00:00,CA,M,39,0.001369934105761912,0.00012109914747066625
2039-01-01 00:00:00,CA,M,40,0.0014305115540096144,0.00012867035141885422
2039-01-01 00:00:00,CA,M,41,0.0014910913631367298,0.00012867285874783963
2039-01-01 00:00:00,CA,M,42,0.0015668194447425615,0.00013624516910804886
2039-01-01 00:00:00,CA,M,43,0.001650124595729379,0.00013624881983086615
2039-01-01 00:00:00,CA,M,44,0.0017410080339980089,0.00014382240280853118
2039-01-01 00:00:00,CA,M,45,0.0018470454277734615,0.0001513971662109395
2039-01-01 00:00:00,CA,M,46,0.001968239877559749,0.00015140306750459608
2039-01-01 00:00:00,CA,M,47,0.0020970193331449204,0.00015897980503986762
2039-01-01 00:00:00,CA,M,48,0.002240961937043521,0.00016655798180728872
2039-01-01 00:00:00,CA,M,49,0.0024076489704636652,0.00017413813308385002
2039-01-01 00:00:00,CA,M,50,0.002589509752449314,0.00018171998262802205
2039-01-01 00:00:00,CA,M,51,0.002794128558683556,0.00018173193877616623
2039-01-01 00:00:00,CA,M,52,0.003013934306764517,0.00018931748158068572
2039-01-01 00:00:00,CA,M,53,0.003256514639225082,0.00019690553632523752
2039-01-01 00:00:00,CA,M,54,0.003521880206478223,0.00020449627005357426
2039-01-01 00:00:00,CA,M,55,0.003817626605605326,0.00021209036697807365
2039-01-01 00:00:00,CA,M,56,0.00413618562060509,0.0002196875146475231
2039-01-01 00:00:00,CA,M,57,0.00448515844806858,0.0002197121537060622
2039-01-01 00:00:00,CA,M,58,0.00487215461924911,0.0002273167007425712
2039-01-01 00:00:00,CA,M,59,0.0052972024790056485,0.00023492600407607313
2039-01-01 00:00:00,CA,M,60,0.005767926626008381,0.00025012033989261053
2039-01-01 00:00:00,CA,M,61,0.006276772482595801,0.00025774186522736385
2039-01-01 00:00:00,CA,M,62,0.006846573409880102,0.0002729530927526951
2039-01-01 00:00:00,CA,M,63,0.0074697944571618735,0.0002881748115453312
2039-01-01 00:00:00,CA,M,64,0.008161709886195806,0.0003034092894496582
2039-01-01 00:00:00,CA,M,65,0.00892241110006493,0.00032624462355679594
2039-01-01 00:00:00,CA,M,66,0.009767224575417635,0.00034910048987506697
2039-01-01 00:00:00,CA,M,67,0.010703904401121414,0.0003643882349317928
2039-01-01 00:00:00,CA,M,68,0.011740238444235648,0.0003948851223158174
2039-01-01 00:00:00,CA,M,69,0.012891681368358285,0.0004254178884078161
2039-01-01 00:00:00,CA,M,70,0.014166121908696764,0.00045599104856320054
2039-01-01 00:00:00,CA,M,71,0.01558678470013992,0.0004866118150287584
2039-01-01 00:00:00,CA,M,72,0.01716936604103396,0.0005172870583918074
2039-01-01 00:00:00,CA,M,73,0.01892967200220681,0.0005556357282513458
2039-01-01 00:00:00,CA,M,74,0.02088363555573783,0.0005940640311260213
2039-01-01 00:00:00,CA,M,75,0.023070369597668214,0.0006249654136137409
2039-01-01 00:00:00,CA,M,76,0.02551391587129933,0.0007246104657020737
2039-01-01 00:00:00,CA,M,77,0.028246284389719944,0.0007939496152786146
2039-01-01 00:00:00,CA,M,78,0.03130756981074641,0.0008634989964887341
2039-01-01 00:00:00,CA,M,79,0.03473062748386238,0.0009409399076024389
2039-01-01 00:00:00,CA,M,80,0.038572086297469194,0.0010493200601178075
2039-01-01 00:00:00,CA,M,81,0.04288941902379814,0.0011581370301490556
2039-01-01 00:00:00,CA,M,82,0.047748904843177765,0.001290510941707507
2039-01-01 00:00:00,CA,M,83,0.05321029757220465,0.0014235582141515343
2039-01-01 00:00:00,CA,M,84,0.059374061601775524,0.0015805327396914664
2039-01-01 00:00:00,CA,M,85,0.06633512290508031,0.0017694517350335926
2039-01-01 00:00:00,CA,M,86,0.07419902236392376,0.0019519943246381448
2039-01-01 00:00:00,CA,M,87,0.08309860306051592,0.002221555475351239
2039-01-01 00:00:00,CA,M,88,0.09320343846580566,0.0025091135512072087
2039-01-01 00:00:00,CA,M,89,0.10467342216274463,0.0028074530113130613
2039-01-01 00:00:00,CA,M,90,0.11772471445770366,0.003219311207073868
2039-01-01 00:00:00,CA,M,91,0.13218116212150724,0.0036833106217998616
2039-01-01 00:00:00,CA,M,92,0.14771391504957498,0.004327045314505495
2039-01-01 00:00:00,CA,M,93,0.1642850583681668,0.005201364514638203
2039-01-01 00:00:00,CA,M,94,0.1818308713171851,0.006142177323186864
2039-01-01 00:00:00,CA,M,95,0.19904330953800223,0.007438162986860553
2039-01-01 00:00:00,CA,M,96,0.21755383394362207,0.008864053885330835
2039-01-01 00:00:00,CA,M,97,0.2367721522111541,0.011015877099882793
2039-01-01 00:00:00,CA,M,98,0.25655967378282096,0.013710045773876087
2039-01-01 00:00:00,CA,M,99,0.2767442610626672,0.01778828960773761
2039-01-01 00:00:00,CA,M,100,0.29714529206785706,0.021177891188969702
2039-01-01 00:00:00,CA,M,101,0.31759157755064577,0.0271587619944457
2039-01-01 00:00:00,CA,M,102,0.3378849823784752,0.03756980378514449
2039-01-01 00:00:00,CA,M,103,0.35783690232686255,0.05218859077670568
2039-01-01 00:00:00,CA,M,104,0.3772885225864641,0.06686179412434899
2039-01-01 00:00:00,CA,M,105,0.39608439563968423,0.090047871581707
2039-01-01 00:00:00,CA,M,106,0.41409281783376123,0.1098011701690921
2039-01-01 00:00:00,CA,M,107,0.43120782116547013,0.17243316032579886
2039-01-01 00:00:00,CA,M,108,0.44734118569582837,0.3518477026923311
2039-01-01 00:00:00,CA,M,109,0.4624437548006986,0.35144786710411685
2039-01-01 00:00:00,CA,M,110,0.9999999998678186,0.0
2040-01-01 00:00:00,CA,F,0,0.0031804781691016156,0.00023643842504112727
2040-01-01 00:00:00,CA,F,1,0.00019049820615753187,5.333949772410892e-05
2040-01-01 00:00:00,CA,F,2,0.00014477656869099664,4.571891642873578e-05
2040-01-01 00:00:00,CA,F,3,0.00011429620268263056,4.571848107305223e-05
2040-01-01 00:00:00,CA,F,4,9.905623736302594e-05,3.8098552831933064e-05
2040-01-01 00:00:00,CA,F,5,8.381641716370981e-05,3.8098371438049914e-05
2040-01-01 00:00:00,CA,F,6,7.619656148351214e-05,3.0478624593404854e-05
2040-01-01 00:00:00,CA,F,7,6.85767420826093e-05,3.0478552036715245e-05
2040-01-01 00:00:00,CA,F,8,6.85767420826093e-05,3.0478552036715245e-05
2040-01-01 00:00:00,CA,F,9,6.85767420826093e-05,3.0478552036715245e-05
2040-01-01 00:00:00,CA,F,10,6.85767420826093e-05,3.0478552036715245e-05
2040-01-01 00:00:00,CA,F,11,6.85767420826093e-05,3.0478552036715245e-05
2040-01-01 00:00:00,CA,F,12,8.381641716370981e-05,3.047869715043993e-05
2040-01-01 00:00:00,CA,F,13,9.143630912346136e-05,3.809846213477556e-05
2040-01-01 00:00:00,CA,F,14,0.00010667620188266264,3.8098643529522375e-05
2040-01-01 00:00:00,CA,F,15,0.00013715642276711273,4.571880758903757e-05
2040-01-01 00:00:00,CA,F,16,0.00016763722415344553,4.5719242950939694e-05
2040-01-01 00:00:00,CA,F,17,0.0001981186060582449,5.333962470798901e-05
2040-01-01 00:00:00,CA,F,18,0.0002286005684980953,5.3340132649555566e-05
2040-01-01 00:00:00,CA,F,19,0.00026670383795059023,6.09608772458492e-05
2040-01-01 00:00:00,CA,F,20,0.0002895662350492902,6.096131264195584e-05
2040-01-01 00:00:00,CA,F,21,0.00032004993919380664,6.09618931797727e-05
2040-01-01 00:00:00,CA,F,22,0.0003429130983209525,6.096232859039156e-05
2040-01-01 00:00:00,CA,F,23,0.00035815538584710804,6.858294622604198e-05
2040-01-01 00:00:00,CA,F,24,0.00036577658404338093,6.858310950813393e-05
2040-01-01 00:00:00,CA,F,25,0.00036577658404338093,6.858310950813393e-05
2040-01-01 00:00:00,CA,F,26,0.0003810190893036126,6.858343607465027e-05
2040-01-01 00:00:00,CA,F,27,0.00039626173972248717,6.858376264427663e-05
2040-01-01 00:00:00,CA,F,28,0.00041150453530207804,6.858408921701302e-05
2040-01-01 00:00:00,CA,F,29,0.00043436900085234347,6.858457908194898e-05
2040-01-01 00:00:00,CA,F,30,0.0004648554630012255,6.858523224608245e-05
2040-01-01 00:00:00,CA,F,31,0.0004953425058302993,7.620653935850759e-05
2040-01-01 00:00:00,CA,F,32,0.0005258301293561557,7.620726512408054e-05
2040-01-01 00:00:00,CA,F,33,0.000556318333595386,7.620799090347754e-05
2040-01-01 00:00:00,CA,F,34,0.0005791848678779412,7.620853524709754e-05
2040-01-01 00:00:00,CA,F,35,0.0005944294055478822,8.382978796188083e-05
2040-01-01 00:00:00,CA,F,36,0.0006096740884055001,8.383018715575625e-05
2040-01-01 00:00:00,CA,F,37,0.0006325413849233573,8.383078595369797e-05
2040-01-01 00:00:00,CA,F,38,0.000663031621790061,8.383158436426058e-05
2040-01-01 00:00:00,CA,F,39,0.0007011452346085695,8.38325823988507e-05
2040-01-01 00:00:00,CA,F,40,0.0007392597549408055,9.145481504422336e-05
2040-01-01 00:00:00,CA,F,41,0.0007926216080907138,9.145633939508238e-05
2040-01-01 00:00:00,CA,F,42,0.0008459852401200056,9.907935244648712e-05
2040-01-01 00:00:00,CA,F,43,0.0009069744264872443,9.908123986835441e-05
2040-01-01 00:00:00,CA,F,44,0.000975590038684662,0.00010670516048113487
2040-01-01 00:00:00,CA,F,45,0.0010442085919828063,0.00011432940788132916
2040-01-01 00:00:00,CA,F,46,0.0011280797070437752,0.00011433240274092316
2040-01-01 00:00:00,CA,F,47,0.0012119552162286732,0.0001219577576079168
2040-01-01 00:00:00,CA,F,48,0.001303460783589075,0.00012958382059072675
2040-01-01 00:00:00,CA,F,49,0.0014102238893039223,0.00012958814117927935
2040-01-01 00:00:00,CA,F,50,0.0015246208317768264,0.00013721587485991438
2040-01-01 00:00:00,CA,F,51,0.0016466532465875673,0.0001372211038822973
2040-01-01 00:00:00,CA,F,52,0.001783950831115342,0.00014485070850936538
2040-01-01 00:00:00,CA,F,53,0.0019288888318526433,0.00015248133058123664
2040-01-01 00:00:00,CA,F,54,0.0020967281705820597,0.00016011378757172095
2040-01-01 00:00:00,CA,F,55,0.002279845695229187,0.00016774784379612747
2040-01-01 00:00:00,CA,F,56,0.0024782466439897174,0.00016775823436238088
2040-01-01 00:00:00,CA,F,57,0.002699569008046182,0.00016776982535880226
2040-01-01 00:00:00,CA,F,58,0.0029438222850527384,0.00017540909988656212
2040-01-01 00:00:00,CA,F,59,0.0032186517474232963,0.00018305128421364718
2040-01-01 00:00:00,CA,F,60,0.0035164368802668494,0.00019069614318149942
2040-01-01 00:00:00,CA,F,61,0.0038448282454814236,0.0001983443142510258
2040-01-01 00:00:00,CA,F,62,0.004219123725539924,0.00021362651774885688
2040-01-01 00:00:00,CA,F,63,0.00462407238380858,0.00022891447444596928
2040-01-01 00:00:00,CA,F,64,0.005082628340984348,0.0002365787966524246
2040-01-01 00:00:00,CA,F,65,0.00558719145429699,0.00025188158195601183
2040-01-01 00:00:00,CA,F,66,0.006153102635570684,0.0002671942831823498
2040-01-01 00:00:00,CA,F,67,0.006780426774976157,0.0002825177822906732
2040-01-01 00:00:00,CA,F,68,0.00748454607311967,0.0003054916764538641
2040-01-01 00:00:00,CA,F,69,0.008273220428310924,0.00032848428293385943
2040-01-01 00:00:00,CA,F,70,0.009146574348691592,0.00035913867534545095
2040-01-01 00:00:00,CA,F,71,0.010135416750444179,0.0003821801187950294
2040-01-01 00:00:00,CA,F,72,0.011239960702866453,0.0004052502838448449
2040-01-01 00:00:00,CA,F,73,0.012475802342003295,0.0004360029022036712
2040-01-01 00:00:00,CA,F,74,0.0138739863711944,0.00045915012811454157
2040-01-01 00:00:00,CA,F,75,0.015442628673241404,0.0004899991249813832
2040-01-01 00:00:00,CA,F,76,0.017205331363732392,0.0005668720039698116
2040-01-01 00:00:00,CA,F,77,0.019201285683814455,0.0006208798963628626
2040-01-01 00:00:00,CA,F,78,0.02144680022970709,0.0006750065880594507
2040-01-01 00:00:00,CA,F,79,0.023989318558814945,0.0007369518661267951
2040-01-01 00:00:00,CA,F,80,0.026868979342862292,0.000814444326663827
2040-01-01 00:00:00,CA,F,81,0.03013416034820932,0.0008921803472159983
2040-01-01 00:00:00,CA,F,82,0.033841656807845,0.0009856045668723912
2040-01-01 00:00:00,CA,F,83,0.03804910471822392,0.0010794072260489054
2040-01-01 00:00:00,CA,F,84,0.042846447069161485,0.0011891066586143214
2040-01-01 00:00:00,CA,F,85,0.048309542376675466,0.0013225955405718067
2040-01-01 00:00:00,CA,F,86,0.05454750911176127,0.0014491240522658555
2040-01-01 00:00:00,CA,F,87,0.06167999871159856,0.0016153915552773227
2040-01-01 00:00:00,CA,F,88,0.06984591593947966,0.001806292776497523
2040-01-01 00:00:00,CA,F,89,0.07921258942698953,0.0019910507938770165
2040-01-01 00:00:00,CA,F,90,0.08998557040369727,0.0022247673017019264
2040-01-01 00:00:00,CA,F,91,0.10207040289373034,0.002484536074134863
2040-01-01 00:00:00,CA,F,92,0.11524174145586126,0.0028654532603930158
2040-01-01 00:00:00,CA,F,93,0.12950808376161005,0.0033296642495027062
2040-01-01 00:00:00,CA,F,94,0.14487975791043248,0.003799001952794035
2040-01-01 00:00:00,CA,F,95,0.1615034572674498,0.004450189426142437
2040-01-01 00:00:00,CA,F,96,0.17882825985365913,0.005205231425468664
2040-01-01 00:00:00,CA,F,97,0.19718244616067745,0.006115187648089272
2040-01-01 00:00:00,CA,F,98,0.21646645935807407,0.00716673997348603
2040-01-01 00:00:00,CA,F,99,0.23653289438376382,0.00882896852112226
2040-01-01 00:00:00,CA,F,100,0.25722765127230307,0.0104708644527128
2040-01-01 00:00:00,CA,F,101,0.2783531477771477,0.01325136232685996
2040-01-01 00:00:00,CA,F,102,0.299720123980986,0.018007539699814022
2040-01-01 00:00:00,CA,F,103,0.32111130698373763,0.023743171754730816
2040-01-01 00:00:00,CA,F,104,0.3423079968012207,0.03043112609236921
2040-01-01 00:00:00,CA,F,105,0.3631000188007853,0.037413749921994977
2040-01-01 00:00:00,CA,F,106,0.38331570227642253,0.04991200966717279
2040-01-01 00:00:00,CA,F,107,0.40276701815792487,0.09326297114953483
2040-01-01 00:00:00,CA,F,108,0.42131793036896303,0.11810146107000566
2040-01-01 00:00:00,CA,F,109,0.43885847238632597,0.15458644997861543
2040-01-01 00:00:00,CA,F,110,0.9999999998687573,0.0
2040-01-01 00:00:00,CA,M,0,0.0034722092402098732,0.0002309838764946482
2040-01-01 00:00:00,CA,M,1,0.00020095359148195947,5.20990792731006e-05
2040-01-01 00:00:00,CA,M,2,0.00015629483903889654,4.465566829682758e-05
2040-01-01 00:00:00,CA,M,3,0.000126523098960891,4.465521139796152e-05
2040-01-01 00:00:00,CA,M,4,0.00010419469370321104,3.7212390608289666e-05
2040-01-01 00:00:00,CA,M,5,8.93092805750533e-05,3.7212200239605545e-05
2040-01-01 00:00:00,CA,M,6,8.186663112318654e-05,2.9769684044795107e-05
2040-01-01 00:00:00,CA,M,7,7.44240197457383e-05,2.9769607898295323e-05
2040-01-01 00:00:00,CA,M,8,6.698144644241644e-05,2.9769531752185086e-05
2040-01-01 00:00:00,CA,M,9,6.698144644241644e-05,2.9769531752185086e-05
2040-01-01 00:00:00,CA,M,10,6.698144644241644e-05,2.9769531752185086e-05
2040-01-01 00:00:00,CA,M,11,7.44240197457383e-05,2.9769607898295323e-05
2040-01-01 00:00:00,CA,M,12,8.93092805750533e-05,3.7212200239605545e-05
2040-01-01 00:00:00,CA,M,13,0.00011163745738008636,3.721248579336212e-05
2040-01-01 00:00:00,CA,M,14,0.0001488518469041151,4.465555407123452e-05
2040-01-01 00:00:00,CA,M,15,0.00020095359148195947,5.20990792731006e-05
2040-01-01 00:00:00,CA,M,16,0.00028283153140169716,5.9543480295094145e-05
2040-01-01 00:00:00,CA,M,17,0.0003498260005444086,6.698795755105697e-05
2040-01-01 00:00:00,CA,M,18,0.0004093792295515675,7.443258719119409e-05
2040-01-01 00:00:00,CA,M,19,0.0004540457509643773,7.443372966629137e-05
2040-01-01 00:00:00,CA,M,20,0.0004987136435822898,7.443487217646117e-05
2040-01-01 00:00:00,CA,M,21,0.0005359379349244466,7.443582429506202e-05
2040-01-01 00:00:00,CA,M,22,0.0005806083415823779,8.18806635564892e-05
2040-01-01 00:00:00,CA,M,23,0.0006252801196243252,8.188192042699497e-05
2040-01-01 00:00:00,CA,M,24,0.000662507648956522,8.18829678485589e-05
2040-01-01 00:00:00,CA,M,25,0.0007071819413665247,8.188422478980812e-05
2040-01-01 00:00:00,CA,M,26,0.0007444115660938858,8.93293879312663e-05
2040-01-01 00:00:00,CA,M,27,0.0007890883730842331,8.9330759217083e-05
2040-01-01 00:00:00,CA,M,28,0.000833766551753345,8.933213054500127e-05
2040-01-01 00:00:00,CA,M,29,0.000885892827267803,9.677820802085242e-05
2040-01-01 00:00:00,CA,M,30,0.0009380209699757724,9.677994134670666e-05
2040-01-01 00:00:00,CA,M,31,0.0009901509799775808,9.678167473465075e-05
2040-01-01 00:00:00,CA,M,32,0.0010422828573735635,0.00010422828573735635
2040-01-01 00:00:00,CA,M,33,0.0010869688100823608,0.00010422988589830856
2040-01-01 00:00:00,CA,M,34,0.0011316561348911382,0.00011167659225899389
2040-01-01 00:00:00,CA,M,35,0.0011688966204093094,0.00011167802105821426
2040-01-01 00:00:00,CA,M,36,0.0012061380588551513,0.0001116794498939955
2040-01-01 00:00:00,CA,M,37,0.0012433804502652397,0.00011168087876633887
2040-01-01 00:00:00,CA,M,38,0.001295521399288944,0.00011912840453231669
2040-01-01 00:00:00,CA,M,39,0.0013476642162946419,0.00011913053845698493
2040-01-01 00:00:00,CA,M,40,0.0014072582946119616,0.00012657878840425054
2040-01-01 00:00:00,CA,M,41,0.0014668548130234692,0.00012658137980405573
2040-01-01 00:00:00,CA,M,42,0.0015413538926486213,0.00013403077327379319
2040-01-01 00:00:00,CA,M,43,0.0016233072844636198,0.00013403454642360162
2040-01-01 00:00:00,CA,M,44,0.0017127162472635575,0.00014148525520872867
2040-01-01 00:00:00,CA,M,45,0.0018170336451014506,0.00014893718402470907
2040-01-01 00:00:00,CA,M,46,0.0019362626826095548,0.00014894328327765807
2040-01-01 00:00:00,CA,M,47,0.002062954235296008,0.00015639725249536526
2040-01-01 00:00:00,CA,M,48,0.0022045637246670058,0.00016385270926579099
2040-01-01 00:00:00,CA,M,49,0.0023685498164000593,0.00017131020684654517
2040-01-01 00:00:00,CA,M,50,0.0025474648014309287,0.00017876945974953885
2040-01-01 00:00:00,CA,M,51,0.002748770440725661,0.00017878181728296982
2040-01-01 00:00:00,CA,M,52,0.002965018610531385,0.00018624488759619252
2040-01-01 00:00:00,CA,M,53,0.0032036745521547096,0.00019371055431633127
2040-01-01 00:00:00,CA,M,54,0.0034647492747486696,0.00020117899014669696
2040-01-01 00:00:00,CA,M,55,0.0037557162422979314,0.00020865090234988506
2040-01-01 00:00:00,CA,M,56,0.004069130294988707,0.00021612596804885075
2040-01-01 00:00:00,CA,M,57,0.004412470685733602,0.00021615143561870684
2040-01-01 00:00:00,CA,M,58,0.0047932252835809755,0.00022363415008931455
2040-01-01 00:00:00,CA,M,59,0.005211423391002406,0.00023112178128909097
2040-01-01 00:00:00,CA,M,60,0.005674568454777286,0.00024607195664605837
2040-01-01 00:00:00,CA,M,61,0.0061752294182409765,0.0002535722224881561
2040-01-01 00:00:00,CA,M,62,0.006735874822133211,0.0002685398600185998
2040-01-01 00:00:00,CA,M,63,0.007349093905110109,0.0002835183435473951
2040-01-01 00:00:00,CA,M,64,0.008029919482560214,0.0002985100179390414
